Attribute,Value,Date_GBP,Date_usd,Date_EUR,Day Name_fOR_USD,Day_ Name_EUR,Day_Name_GBP
EUR,0.95,13/08/2014,14/05/2014,06/08/2014,Wednesday,Wednesday,Wednesday
EUR,92.384,23/03/2009,03/12/2008,18/03/2009,Wednesday,Wednesday,Monday
EUR,93.679,14/11/2008,19/08/2008,13/11/2008,Tuesday,Thursday,Friday
EUR,93.859,21/11/2008,20/08/2008,14/11/2008,Wednesday,Friday,Friday
EUR,93.922,04/11/2008,11/08/2008,29/10/2008,Monday,Wednesday,Tuesday
EUR,94.02563,21/11/2005,16/11/2005,21/11/2005,Wednesday,Monday,Monday
EUR,94.03897,18/11/2005,14/11/2005,18/11/2005,Monday,Friday,Friday
EUR,94.03897,19/11/2005,15/11/2005,19/11/2005,Tuesday,Saturday,Saturday
EUR,94.055,25/11/2008,21/08/2008,21/11/2008,Thursday,Friday,Tuesday
EUR,94.2332,29/11/2005,23/11/2005,29/11/2005,Wednesday,Tuesday,Tuesday
EUR,94.25494,15/11/2005,08/11/2005,15/11/2005,Tuesday,Tuesday,Tuesday
EUR,94.29289,16/11/2005,09/11/2005,16/11/2005,Wednesday,Wednesday,Wednesday
EUR,94.355,05/12/2008,28/08/2008,02/12/2008,Thursday,Tuesday,Friday
EUR,94.39,29/10/2008,08/08/2008,27/10/2008,Friday,Monday,Wednesday
EUR,94.487,09/12/2008,29/08/2008,05/12/2008,Friday,Friday,Tuesday
EUR,94.54456,23/11/2005,18/11/2005,23/11/2005,Friday,Wednesday,Wednesday
EUR,94.55813,17/11/2005,10/11/2005,17/11/2005,Thursday,Thursday,Thursday
EUR,94.73353,28/11/2005,22/11/2005,28/11/2005,Tuesday,Monday,Monday
EUR,94.77511,08/12/2005,02/12/2005,08/12/2005,Friday,Thursday,Thursday
EUR,94.77991,09/12/2005,05/12/2005,09/12/2005,Monday,Friday,Friday
EUR,94.78498,12/12/2005,06/12/2005,12/12/2005,Tuesday,Monday,Monday
EUR,94.78499,14/12/2005,08/12/2005,14/12/2005,Thursday,Wednesday,Wednesday
EUR,94.7864,13/12/2005,07/12/2005,13/12/2005,Wednesday,Tuesday,Tuesday
EUR,94.824,25/02/2009,28/10/2008,20/02/2009,Tuesday,Friday,Wednesday
EUR,94.851,20/02/2009,24/10/2008,18/02/2009,Friday,Wednesday,Friday
EUR,94.877,23/02/2009,27/10/2008,19/02/2009,Monday,Thursday,Monday
EUR,94.896,12/03/2009,20/11/2008,06/03/2009,Thursday,Friday,Thursday
EUR,94.97172,05/12/2005,29/11/2005,05/12/2005,Tuesday,Monday,Monday
EUR,94.97275,06/12/2005,30/11/2005,06/12/2005,Wednesday,Tuesday,Tuesday
EUR,94.97331,02/12/2005,28/11/2005,02/12/2005,Monday,Friday,Friday
EUR,94.9778,01/12/2005,25/11/2005,01/12/2005,Friday,Thursday,Thursday
EUR,94.979,11/03/2009,14/11/2008,05/03/2009,Friday,Thursday,Wednesday
EUR,94.98057,07/12/2005,01/12/2005,07/12/2005,Thursday,Wednesday,Wednesday
EUR,94.99003,02/03/2006,21/02/2006,01/03/2006,Tuesday,Wednesday,Thursday
EUR,95.031,27/02/2009,04/11/2008,25/02/2009,Tuesday,Wednesday,Friday
EUR,95.043,26/02/2009,29/10/2008,23/02/2009,Wednesday,Monday,Thursday
EUR,95.078,06/03/2009,12/11/2008,03/03/2009,Wednesday,Tuesday,Friday
EUR,95.11272,25/11/2005,21/11/2005,25/11/2005,Monday,Friday,Friday
EUR,95.23485,21/02/2006,10/02/2006,17/02/2006,Friday,Friday,Tuesday
EUR,95.276,05/11/2008,12/08/2008,04/11/2008,Tuesday,Tuesday,Wednesday
EUR,95.29342,30/11/2005,24/11/2005,30/11/2005,Thursday,Wednesday,Wednesday
EUR,95.3004,28/12/2005,21/12/2005,28/12/2005,Wednesday,Wednesday,Wednesday
EUR,95.30453,22/11/2005,17/11/2005,22/11/2005,Thursday,Tuesday,Tuesday
EUR,95.30514,27/12/2005,20/12/2005,27/12/2005,Tuesday,Tuesday,Tuesday
EUR,95.31329,23/12/2005,19/12/2005,23/12/2005,Monday,Friday,Friday
EUR,95.37512,24/11/2005,19/11/2005,24/11/2005,Saturday,Thursday,Thursday
EUR,95.4,10/03/2009,13/11/2008,04/03/2009,Thursday,Wednesday,Tuesday
EUR,95.42389,27/02/2006,16/02/2006,24/02/2006,Thursday,Friday,Monday
EUR,95.45772,20/03/2006,07/03/2006,16/03/2006,Tuesday,Thursday,Monday
EUR,95.46096,17/02/2006,09/02/2006,16/02/2006,Thursday,Thursday,Friday
EUR,95.46154,16/02/2006,08/02/2006,15/02/2006,Wednesday,Wednesday,Thursday
EUR,95.46829,24/02/2006,15/02/2006,23/02/2006,Wednesday,Thursday,Friday
EUR,95.482,26/11/2008,25/08/2008,25/11/2008,Monday,Tuesday,Wednesday
EUR,95.48801,14/03/2006,02/03/2006,13/03/2006,Thursday,Monday,Tuesday
EUR,95.48944,01/03/2006,17/02/2006,27/02/2006,Friday,Monday,Wednesday
EUR,95.511,06/02/2009,10/10/2008,03/02/2009,Friday,Tuesday,Friday
EUR,95.53335,30/12/2005,23/12/2005,30/12/2005,Friday,Friday,Friday
EUR,95.61346,03/01/2006,27/12/2005,03/01/2006,Tuesday,Tuesday,Tuesday
EUR,95.62484,06/03/2006,22/02/2006,02/03/2006,Wednesday,Thursday,Monday
EUR,95.64672,16/03/2006,06/03/2006,14/03/2006,Monday,Tuesday,Thursday
EUR,95.652,12/11/2008,15/08/2008,10/11/2008,Friday,Monday,Wednesday
EUR,95.65457,13/03/2006,01/03/2006,10/03/2006,Wednesday,Friday,Monday
EUR,95.666,19/02/2009,23/10/2008,17/02/2009,Thursday,Tuesday,Thursday
EUR,95.73491,22/12/2005,16/12/2005,22/12/2005,Friday,Thursday,Thursday
EUR,95.78792,05/01/2006,28/12/2005,05/01/2006,Wednesday,Thursday,Thursday
EUR,95.79,27/01/2009,02/10/2008,26/01/2009,Thursday,Monday,Tuesday
EUR,95.80899,10/03/2006,27/02/2006,09/03/2006,Monday,Thursday,Friday
EUR,95.859,13/03/2009,21/11/2008,10/03/2009,Friday,Tuesday,Friday
EUR,95.864,27/10/2008,07/08/2008,24/10/2008,Thursday,Friday,Monday
EUR,95.875,10/02/2009,14/10/2008,06/02/2009,Tuesday,Friday,Tuesday
EUR,95.88,11/02/2009,15/10/2008,09/02/2009,Wednesday,Monday,Wednesday
EUR,95.88,24/10/2008,06/08/2008,23/10/2008,Wednesday,Thursday,Friday
EUR,95.90291,23/02/2006,13/02/2006,21/02/2006,Monday,Tuesday,Thursday
EUR,95.932,16/03/2009,24/11/2008,11/03/2009,Monday,Wednesday,Monday
EUR,95.94927,15/02/2006,07/02/2006,13/02/2006,Tuesday,Monday,Wednesday
EUR,95.97444,10/02/2006,02/02/2006,09/02/2006,Thursday,Thursday,Friday
EUR,95.979,16/12/2008,02/09/2008,10/12/2008,Tuesday,Wednesday,Tuesday
EUR,95.98465,13/02/2006,06/02/2006,10/02/2006,Monday,Friday,Monday
EUR,95.986,06/11/2008,13/08/2008,05/11/2008,Wednesday,Wednesday,Thursday
EUR,96.01,17/02/2009,21/10/2008,13/02/2009,Tuesday,Friday,Tuesday
EUR,96.01669,28/03/2006,14/03/2006,27/03/2006,Tuesday,Monday,Tuesday
EUR,96.01744,29/03/2006,16/03/2006,28/03/2006,Thursday,Tuesday,Wednesday
EUR,96.06294,09/02/2006,01/02/2006,08/02/2006,Wednesday,Wednesday,Thursday
EUR,96.07665,29/12/2005,22/12/2005,29/12/2005,Thursday,Thursday,Thursday
EUR,96.09954,14/11/2005,07/11/2005,14/11/2005,Monday,Monday,Monday
EUR,96.16,09/02/2009,13/10/2008,05/02/2009,Monday,Thursday,Monday
EUR,96.165,04/03/2009,06/11/2008,27/02/2009,Thursday,Friday,Wednesday
EUR,96.1732,08/02/2006,30/01/2006,07/02/2006,Monday,Tuesday,Wednesday
EUR,96.19321,06/02/2006,26/01/2006,02/02/2006,Thursday,Thursday,Monday
EUR,96.22743,03/04/2006,20/03/2006,30/03/2006,Monday,Thursday,Monday
EUR,96.26751,07/03/2006,23/02/2006,06/03/2006,Thursday,Monday,Tuesday
EUR,96.33182,30/03/2006,17/03/2006,29/03/2006,Friday,Wednesday,Thursday
EUR,96.40518,22/04/2004,21/04/2004,22/04/2004,Wednesday,Thursday,Thursday
EUR,96.47958,21/12/2005,15/12/2005,21/12/2005,Thursday,Wednesday,Wednesday
EUR,96.508,10/12/2008,01/09/2008,09/12/2008,Monday,Tuesday,Wednesday
EUR,96.523,18/03/2009,26/11/2008,13/03/2009,Wednesday,Friday,Wednesday
EUR,96.536,17/03/2009,25/11/2008,12/03/2009,Tuesday,Thursday,Tuesday
EUR,96.5364,06/04/2006,24/03/2006,05/04/2006,Friday,Wednesday,Thursday
EUR,96.537,03/03/2009,05/11/2008,26/02/2009,Wednesday,Thursday,Tuesday
EUR,96.544,13/11/2008,18/08/2008,12/11/2008,Monday,Wednesday,Thursday
EUR,96.56,10/11/2008,14/08/2008,06/11/2008,Thursday,Thursday,Monday
EUR,96.56529,15/04/2004,14/04/2004,15/04/2004,Wednesday,Thursday,Thursday
EUR,96.579,13/02/2009,17/10/2008,11/02/2009,Friday,Wednesday,Friday
EUR,96.59291,27/04/2004,26/04/2004,27/04/2004,Monday,Tuesday,Tuesday
EUR,96.6206,30/04/2004,29/04/2004,30/04/2004,Thursday,Friday,Friday
EUR,96.62364,23/04/2004,22/04/2004,23/04/2004,Thursday,Friday,Friday
EUR,96.66971,17/05/2004,14/05/2004,17/05/2004,Friday,Monday,Monday
EUR,96.70552,27/03/2006,13/03/2006,24/03/2006,Monday,Friday,Monday
EUR,96.70896,16/01/2006,10/01/2006,16/01/2006,Tuesday,Monday,Monday
EUR,96.73747,09/03/2006,24/02/2006,07/03/2006,Friday,Tuesday,Thursday
EUR,96.73932,16/12/2005,12/12/2005,16/12/2005,Monday,Friday,Friday
EUR,96.741,20/12/2005,14/12/2005,20/12/2005,Wednesday,Tuesday,Tuesday
EUR,96.74172,19/12/2005,13/12/2005,19/12/2005,Tuesday,Monday,Monday
EUR,96.74308,11/05/2004,10/05/2004,11/05/2004,Monday,Tuesday,Tuesday
EUR,96.79083,12/05/2004,11/05/2004,12/05/2004,Tuesday,Wednesday,Wednesday
EUR,96.81637,16/04/2004,15/04/2004,16/04/2004,Thursday,Friday,Friday
EUR,96.837,16/02/2009,20/10/2008,12/02/2009,Monday,Thursday,Monday
EUR,96.8573,07/02/2006,27/01/2006,06/02/2006,Friday,Monday,Tuesday
EUR,96.862,22/01/2009,29/09/2008,21/01/2009,Monday,Wednesday,Thursday
EUR,96.89093,12/01/2006,06/01/2006,12/01/2006,Friday,Thursday,Thursday
EUR,96.89221,15/12/2005,09/12/2005,15/12/2005,Friday,Thursday,Thursday
EUR,96.895,18/02/2009,22/10/2008,16/02/2009,Wednesday,Monday,Wednesday
EUR,96.90404,19/01/2006,13/01/2006,19/01/2006,Friday,Thursday,Thursday
EUR,96.91224,23/01/2006,17/01/2006,23/01/2006,Tuesday,Monday,Monday
EUR,96.927,23/01/2009,30/09/2008,22/01/2009,Tuesday,Thursday,Friday
EUR,96.927,26/01/2009,01/10/2008,23/01/2009,Wednesday,Friday,Monday
EUR,96.965,02/12/2008,27/08/2008,27/11/2008,Wednesday,Thursday,Tuesday
EUR,96.98677,02/02/2006,24/01/2006,01/02/2006,Tuesday,Wednesday,Thursday
EUR,97.07203,26/04/2004,23/04/2004,26/04/2004,Friday,Monday,Monday
EUR,97.07221,20/01/2006,16/01/2006,20/01/2006,Monday,Friday,Friday
EUR,97.1022,21/04/2004,20/04/2004,21/04/2004,Tuesday,Wednesday,Wednesday
EUR,97.11061,28/04/2004,27/04/2004,28/04/2004,Tuesday,Wednesday,Wednesday
EUR,97.1495,18/04/2006,05/04/2006,17/04/2006,Wednesday,Monday,Tuesday
EUR,97.15029,04/03/2004,03/03/2004,04/03/2004,Wednesday,Thursday,Thursday
EUR,97.17221,13/04/2006,30/03/2006,12/04/2006,Thursday,Wednesday,Thursday
EUR,97.20251,18/01/2006,12/01/2006,18/01/2006,Thursday,Wednesday,Wednesday
EUR,97.21571,05/04/2006,22/03/2006,03/04/2006,Wednesday,Monday,Wednesday
EUR,97.24742,19/04/2004,16/04/2004,19/04/2004,Friday,Monday,Monday
EUR,97.25023,11/01/2006,05/01/2006,11/01/2006,Thursday,Wednesday,Wednesday
EUR,97.25275,13/05/2004,12/05/2004,13/05/2004,Wednesday,Thursday,Thursday
EUR,97.31579,24/03/2006,10/03/2006,22/03/2006,Friday,Wednesday,Friday
EUR,97.33025,12/03/2004,11/03/2004,12/03/2004,Thursday,Friday,Friday
EUR,97.33711,05/03/2004,04/03/2004,05/03/2004,Thursday,Friday,Friday
EUR,97.35126,14/05/2004,13/05/2004,14/05/2004,Thursday,Friday,Friday
EUR,97.36758,17/04/2006,03/04/2006,13/04/2006,Monday,Thursday,Monday
EUR,97.40895,14/04/2004,13/04/2004,14/04/2004,Tuesday,Wednesday,Wednesday
EUR,97.4119,13/01/2006,09/01/2006,13/01/2006,Monday,Friday,Friday
EUR,97.4164,29/04/2004,28/04/2004,29/04/2004,Wednesday,Thursday,Thursday
EUR,97.42258,17/01/2006,11/01/2006,17/01/2006,Wednesday,Tuesday,Tuesday
EUR,97.42454,09/03/2004,05/03/2004,09/03/2004,Friday,Tuesday,Tuesday
EUR,97.428,22/03/2006,09/03/2006,20/03/2006,Thursday,Monday,Wednesday
EUR,97.43923,06/01/2006,29/12/2005,06/01/2006,Thursday,Friday,Friday
EUR,97.46657,09/01/2006,30/12/2005,09/01/2006,Friday,Monday,Monday
EUR,97.504,27/11/2008,26/08/2008,26/11/2008,Tuesday,Wednesday,Thursday
EUR,97.52484,10/01/2006,03/01/2006,10/01/2006,Tuesday,Tuesday,Tuesday
EUR,97.606,12/02/2009,16/10/2008,10/02/2009,Thursday,Tuesday,Thursday
EUR,97.654,19/03/2009,27/11/2008,16/03/2009,Thursday,Monday,Thursday
EUR,97.67444,19/04/2006,06/04/2006,18/04/2006,Thursday,Tuesday,Wednesday
EUR,97.68857,26/03/2004,25/03/2004,26/03/2004,Thursday,Friday,Friday
EUR,97.69136,03/05/2004,30/04/2004,03/05/2004,Friday,Monday,Monday
EUR,97.7026,12/04/2006,29/03/2006,10/04/2006,Wednesday,Monday,Wednesday
EUR,97.71009,04/05/2004,03/05/2004,04/05/2004,Monday,Tuesday,Tuesday
EUR,97.91048,30/01/2006,21/01/2006,30/01/2006,Saturday,Monday,Monday
EUR,97.91101,30/03/2004,29/03/2004,30/03/2004,Monday,Tuesday,Tuesday
EUR,97.96589,07/04/2004,06/04/2004,07/04/2004,Tuesday,Wednesday,Wednesday
EUR,97.98943,08/04/2004,07/04/2004,08/04/2004,Wednesday,Thursday,Thursday
EUR,98.02396,10/11/2005,04/11/2005,10/11/2005,Friday,Thursday,Thursday
EUR,98.03807,21/05/2004,20/05/2004,21/05/2004,Thursday,Friday,Friday
EUR,98.03821,29/03/2004,26/03/2004,29/03/2004,Friday,Monday,Monday
EUR,98.05488,09/11/2005,03/11/2005,09/11/2005,Thursday,Wednesday,Wednesday
EUR,98.0645,13/04/2004,12/04/2004,13/04/2004,Monday,Tuesday,Tuesday
EUR,98.11864,20/04/2004,19/04/2004,20/04/2004,Monday,Tuesday,Tuesday
EUR,98.13309,15/03/2004,12/03/2004,15/03/2004,Friday,Monday,Monday
EUR,98.15447,27/01/2006,20/01/2006,27/01/2006,Friday,Friday,Friday
EUR,98.1802,20/04/2006,07/04/2006,19/04/2006,Friday,Wednesday,Thursday
EUR,98.199,16/01/2009,23/09/2008,15/01/2009,Tuesday,Thursday,Friday
EUR,98.22691,11/03/2004,10/03/2004,11/03/2004,Wednesday,Thursday,Thursday
EUR,98.22894,19/03/2004,18/03/2004,19/03/2004,Thursday,Friday,Friday
EUR,98.23691,07/04/2006,27/03/2006,06/04/2006,Monday,Thursday,Friday
EUR,98.29097,26/05/2004,24/05/2004,26/05/2004,Monday,Wednesday,Wednesday
EUR,98.325,19/01/2009,24/09/2008,16/01/2009,Wednesday,Friday,Monday
EUR,98.33225,23/03/2004,22/03/2004,23/03/2004,Monday,Tuesday,Tuesday
EUR,98.35433,05/05/2004,04/05/2004,05/05/2004,Tuesday,Wednesday,Wednesday
EUR,98.37793,16/03/2004,15/03/2004,16/03/2004,Monday,Tuesday,Tuesday
EUR,98.397,28/01/2009,03/10/2008,27/01/2009,Friday,Tuesday,Wednesday
EUR,98.401,05/02/2009,09/10/2008,02/02/2009,Thursday,Monday,Thursday
EUR,98.41082,26/01/2006,19/01/2006,26/01/2006,Thursday,Thursday,Thursday
EUR,98.4351,19/05/2004,18/05/2004,19/05/2004,Tuesday,Wednesday,Wednesday
EUR,98.45163,18/03/2004,17/03/2004,18/03/2004,Wednesday,Thursday,Thursday
EUR,98.45741,24/01/2006,18/01/2006,24/01/2006,Wednesday,Tuesday,Tuesday
EUR,98.51732,25/04/2006,13/04/2006,24/04/2006,Thursday,Monday,Tuesday
EUR,98.518,20/03/2009,02/12/2008,17/03/2009,Tuesday,Tuesday,Friday
EUR,98.5383,31/03/2004,30/03/2004,31/03/2004,Tuesday,Wednesday,Wednesday
EUR,98.55027,10/04/2006,28/03/2006,07/04/2006,Tuesday,Friday,Monday
EUR,98.6245,20/05/2004,19/05/2004,20/05/2004,Wednesday,Thursday,Thursday
EUR,98.65774,18/05/2004,17/05/2004,18/05/2004,Monday,Tuesday,Tuesday
EUR,98.6935,12/04/2004,08/04/2004,12/04/2004,Thursday,Monday,Monday
EUR,98.72601,24/03/2004,23/03/2004,24/03/2004,Tuesday,Wednesday,Wednesday
EUR,98.736,25/03/2009,05/12/2008,20/03/2009,Friday,Friday,Wednesday
EUR,98.736,24/03/2009,04/12/2008,19/03/2009,Thursday,Thursday,Tuesday
EUR,98.747,23/10/2008,05/08/2008,22/10/2008,Tuesday,Wednesday,Thursday
EUR,98.7528,25/03/2004,24/03/2004,25/03/2004,Wednesday,Thursday,Thursday
EUR,98.77704,10/05/2004,07/05/2004,10/05/2004,Friday,Monday,Monday
EUR,98.779,20/01/2004,20/01/2004,20/01/2004,Tuesday,Tuesday,Tuesday
EUR,98.802,29/01/2009,06/10/2008,28/01/2009,Monday,Wednesday,Thursday
EUR,98.869,21/01/2009,26/09/2008,20/01/2009,Friday,Tuesday,Wednesday
EUR,98.87989,22/03/2004,19/03/2004,22/03/2004,Friday,Monday,Monday
EUR,98.96291,24/05/2004,21/05/2004,24/05/2004,Friday,Monday,Monday
EUR,98.97368,24/04/2006,12/04/2006,21/04/2006,Wednesday,Friday,Monday
EUR,99.004,15/01/2009,22/09/2008,14/01/2009,Monday,Wednesday,Thursday
EUR,99.09603,17/03/2004,16/03/2004,17/03/2004,Tuesday,Wednesday,Wednesday
EUR,99.10083,21/04/2006,10/04/2006,20/04/2006,Monday,Thursday,Friday
EUR,99.10496,03/03/2004,02/03/2004,03/03/2004,Tuesday,Wednesday,Wednesday
EUR,99.117,02/02/2009,07/10/2008,29/01/2009,Tuesday,Thursday,Monday
EUR,99.13635,01/04/2004,31/03/2004,01/04/2004,Wednesday,Thursday,Thursday
EUR,99.14988,02/02/2004,02/02/2004,02/02/2004,Monday,Monday,Monday
EUR,99.24454,27/04/2006,18/04/2006,26/04/2006,Tuesday,Wednesday,Thursday
EUR,99.27108,01/03/2004,28/02/2004,01/03/2004,Saturday,Monday,Monday
EUR,99.32992,26/04/2006,17/04/2006,25/04/2006,Monday,Tuesday,Wednesday
EUR,99.338,15/06/2007,18/05/2007,14/06/2007,Friday,Thursday,Friday
EUR,99.38258,06/05/2004,05/05/2004,06/05/2004,Wednesday,Thursday,Thursday
EUR,99.38425,10/03/2004,09/03/2004,10/03/2004,Tuesday,Wednesday,Wednesday
EUR,99.38431,09/01/2004,09/01/2004,09/01/2004,Friday,Friday,Friday
EUR,99.442,18/06/2007,21/05/2007,15/06/2007,Monday,Friday,Monday
EUR,99.44684,07/05/2004,06/05/2004,07/05/2004,Thursday,Friday,Friday
EUR,99.47335,28/04/2006,19/04/2006,27/04/2006,Wednesday,Thursday,Friday
EUR,99.585,19/06/2007,22/05/2007,18/06/2007,Tuesday,Monday,Tuesday
EUR,99.60576,02/04/2004,01/04/2004,02/04/2004,Thursday,Friday,Friday
EUR,99.63768,02/03/2004,01/03/2004,02/03/2004,Monday,Tuesday,Tuesday
EUR,99.68881,27/02/2004,27/02/2004,27/02/2004,Friday,Friday,Friday
EUR,99.68994,06/01/2004,06/01/2004,06/01/2004,Tuesday,Tuesday,Tuesday
EUR,99.71356,02/05/2006,20/04/2006,28/04/2006,Thursday,Friday,Tuesday
EUR,99.75759,27/05/2004,26/05/2004,27/05/2004,Wednesday,Thursday,Thursday
EUR,99.763,20/01/2009,25/09/2008,19/01/2009,Thursday,Monday,Tuesday
EUR,99.77018,08/01/2004,08/01/2004,08/01/2004,Thursday,Thursday,Thursday
EUR,99.77371,06/04/2004,02/04/2004,06/04/2004,Friday,Tuesday,Tuesday
EUR,99.81668,19/01/2004,19/01/2004,19/01/2004,Monday,Monday,Monday
EUR,99.821,08/04/2009,24/12/2008,02/04/2009,Wednesday,Thursday,Wednesday
EUR,99.82402,28/01/2004,28/01/2004,28/01/2004,Wednesday,Wednesday,Wednesday
EUR,99.83149,03/02/2004,03/02/2004,03/02/2004,Tuesday,Tuesday,Tuesday
EUR,99.869,14/06/2007,17/05/2007,13/06/2007,Thursday,Wednesday,Thursday
EUR,99.884,13/06/2007,16/05/2007,12/06/2007,Wednesday,Tuesday,Wednesday
EUR,99.899,22/10/2008,04/08/2008,21/10/2008,Monday,Tuesday,Wednesday
EUR,99.91883,21/01/2004,21/01/2004,21/01/2004,Wednesday,Wednesday,Wednesday
EUR,99.9242,14/06/2004,11/06/2004,14/06/2004,Friday,Monday,Monday
EUR,99.93,06/04/2009,19/12/2008,31/03/2009,Friday,Tuesday,Monday
EUR,99.93024,28/05/2004,27/05/2004,28/05/2004,Thursday,Friday,Friday
EUR,99.961,07/04/2009,23/12/2008,01/04/2009,Tuesday,Wednesday,Tuesday
EUR,99.98517,11/06/2004,10/06/2004,11/06/2004,Thursday,Friday,Friday
EUR,100.01167,15/06/2004,14/06/2004,15/06/2004,Monday,Tuesday,Tuesday
EUR,100.02311,25/10/2006,04/10/2006,24/10/2006,Wednesday,Tuesday,Wednesday
EUR,100.03638,08/11/2005,01/11/2005,08/11/2005,Tuesday,Tuesday,Tuesday
EUR,100.063,25/06/2007,30/05/2007,22/06/2007,Wednesday,Friday,Monday
EUR,100.127,27/04/2009,21/01/2009,21/04/2009,Wednesday,Tuesday,Monday
EUR,100.141,09/04/2009,06/01/2009,03/04/2009,Tuesday,Friday,Thursday
EUR,100.17043,21/07/2006,10/07/2006,20/07/2006,Monday,Thursday,Friday
EUR,100.213,20/06/2007,24/05/2007,19/06/2007,Thursday,Tuesday,Wednesday
EUR,100.22,12/06/2007,15/05/2007,11/06/2007,Tuesday,Monday,Tuesday
EUR,100.23009,09/02/2004,09/02/2004,09/02/2004,Monday,Monday,Monday
EUR,100.23447,25/02/2004,25/02/2004,25/02/2004,Wednesday,Wednesday,Wednesday
EUR,100.26577,16/06/2004,15/06/2004,16/06/2004,Tuesday,Wednesday,Wednesday
EUR,100.29095,30/01/2004,30/01/2004,30/01/2004,Friday,Friday,Friday
EUR,100.317,21/06/2007,28/05/2007,20/06/2007,Monday,Wednesday,Thursday
EUR,100.317,22/06/2007,29/05/2007,21/06/2007,Tuesday,Thursday,Friday
EUR,100.32148,05/02/2004,05/02/2004,05/02/2004,Thursday,Thursday,Thursday
EUR,100.329,26/06/2007,31/05/2007,25/06/2007,Thursday,Monday,Tuesday
EUR,100.331,14/01/2009,19/09/2008,13/01/2009,Friday,Tuesday,Wednesday
EUR,100.33175,07/01/2004,07/01/2004,07/01/2004,Wednesday,Wednesday,Wednesday
EUR,100.38126,28/06/2006,15/06/2006,27/06/2006,Thursday,Tuesday,Wednesday
EUR,100.429,15/04/2009,09/01/2009,08/04/2009,Friday,Wednesday,Wednesday
EUR,100.43661,21/06/2004,18/06/2004,21/06/2004,Friday,Monday,Monday
EUR,100.478,04/06/2007,08/05/2007,31/05/2007,Tuesday,Thursday,Monday
EUR,100.48762,07/11/2005,31/10/2005,07/11/2005,Monday,Monday,Monday
EUR,100.4898,09/05/2006,21/04/2006,02/05/2006,Friday,Tuesday,Tuesday
EUR,100.49121,20/07/2006,07/07/2006,19/07/2006,Friday,Wednesday,Thursday
EUR,100.50125,12/01/2004,12/01/2004,12/01/2004,Monday,Monday,Monday
EUR,100.50418,30/10/2006,05/10/2006,25/10/2006,Thursday,Wednesday,Monday
EUR,100.524,28/05/2007,02/05/2007,24/05/2007,Wednesday,Thursday,Monday
EUR,100.528,06/06/2007,09/05/2007,04/06/2007,Wednesday,Monday,Wednesday
EUR,100.5336,18/06/2004,17/06/2004,18/06/2004,Thursday,Friday,Friday
EUR,100.536,08/01/2009,12/09/2008,07/01/2009,Friday,Wednesday,Thursday
EUR,100.54398,20/10/2006,02/10/2006,19/10/2006,Monday,Thursday,Friday
EUR,100.54401,24/10/2006,03/10/2006,20/10/2006,Tuesday,Friday,Tuesday
EUR,100.555,21/08/2007,25/07/2007,20/08/2007,Wednesday,Monday,Tuesday
EUR,100.56,29/05/2007,03/05/2007,28/05/2007,Thursday,Monday,Tuesday
EUR,100.561,02/07/2007,07/06/2007,29/06/2007,Thursday,Friday,Monday
EUR,100.562,03/07/2007,11/06/2007,02/07/2007,Monday,Monday,Tuesday
EUR,100.56817,16/10/2006,27/09/2006,13/10/2006,Wednesday,Friday,Monday
EUR,100.57967,15/01/2004,15/01/2004,15/01/2004,Thursday,Thursday,Thursday
EUR,100.58,30/05/2007,04/05/2007,29/05/2007,Friday,Tuesday,Wednesday
EUR,100.60014,13/10/2006,25/09/2006,12/10/2006,Monday,Thursday,Friday
EUR,100.60133,03/07/2006,19/06/2006,30/06/2006,Monday,Friday,Monday
EUR,100.621,29/06/2007,06/06/2007,27/06/2007,Wednesday,Wednesday,Friday
EUR,100.639,27/06/2007,04/06/2007,26/06/2007,Monday,Tuesday,Wednesday
EUR,100.639,07/05/2007,12/04/2007,04/05/2007,Thursday,Friday,Monday
EUR,100.639,28/04/2009,22/01/2009,22/04/2009,Thursday,Wednesday,Tuesday
EUR,100.652,24/04/2009,20/01/2009,20/04/2009,Tuesday,Monday,Friday
EUR,100.65611,06/02/2004,06/02/2004,06/02/2004,Friday,Friday,Friday
EUR,100.68827,19/10/2006,28/09/2006,16/10/2006,Thursday,Monday,Thursday
EUR,100.72049,12/10/2006,22/09/2006,11/10/2006,Friday,Wednesday,Thursday
EUR,100.722,21/10/2008,01/08/2008,17/10/2008,Friday,Friday,Tuesday
EUR,100.732,16/04/2009,12/01/2009,09/04/2009,Monday,Thursday,Thursday
EUR,100.73951,22/06/2006,12/06/2006,21/06/2006,Monday,Wednesday,Thursday
EUR,100.76203,27/01/2004,27/01/2004,27/01/2004,Tuesday,Tuesday,Tuesday
EUR,100.78591,05/07/2006,21/06/2006,04/07/2006,Wednesday,Tuesday,Wednesday
EUR,100.79049,02/06/2004,31/05/2004,02/06/2004,Monday,Wednesday,Wednesday
EUR,100.79539,16/06/2006,06/06/2006,15/06/2006,Tuesday,Thursday,Friday
EUR,100.7959,19/06/2006,07/06/2006,16/06/2006,Wednesday,Friday,Monday
EUR,100.816,31/05/2007,07/05/2007,30/05/2007,Monday,Wednesday,Thursday
EUR,100.837,22/05/2007,27/04/2007,21/05/2007,Friday,Monday,Tuesday
EUR,100.855,24/08/2007,30/07/2007,23/08/2007,Monday,Thursday,Friday
