Attribute,Value,Date_GBP,Date_usd,Date_EUR,Day Name_fOR_USD,Day_ Name_EUR,Day_Name_GBP
EUR,122.774,11/03/2010,04/12/2009,04/03/2010,Friday,Thursday,Thursday
EUR,122.778,21/09/2012,14/06/2012,14/09/2012,Thursday,Friday,Friday
EUR,122.797,15/03/2010,08/12/2009,09/03/2010,Tuesday,Tuesday,Monday
EUR,122.797,05/10/2010,06/07/2010,29/09/2010,Tuesday,Wednesday,Tuesday
EUR,122.798,09/03/2010,02/12/2009,02/03/2010,Wednesday,Tuesday,Tuesday
EUR,122.805,12/02/2010,10/11/2009,08/02/2010,Tuesday,Monday,Friday
EUR,122.817,01/04/2010,28/12/2009,26/03/2010,Monday,Friday,Thursday
EUR,122.821,05/05/2010,28/01/2010,29/04/2010,Thursday,Thursday,Wednesday
EUR,122.833,29/11/2012,24/08/2012,23/11/2012,Friday,Friday,Thursday
EUR,122.846,11/01/2011,07/10/2010,05/01/2011,Thursday,Wednesday,Tuesday
EUR,122.847,13/05/2015,06/02/2015,07/05/2015,Friday,Thursday,Wednesday
EUR,122.847,10/04/2013,03/01/2013,03/04/2013,Thursday,Wednesday,Wednesday
EUR,122.854,09/01/2012,28/09/2011,30/12/2011,Wednesday,Friday,Monday
EUR,122.86,05/11/2012,30/07/2012,29/10/2012,Monday,Monday,Monday
EUR,122.864,10/05/2010,02/02/2010,04/05/2010,Tuesday,Tuesday,Monday
EUR,122.873,20/09/2012,13/06/2012,13/09/2012,Wednesday,Thursday,Thursday
EUR,122.878,01/10/2012,22/06/2012,25/09/2012,Friday,Tuesday,Monday
EUR,122.879,16/03/2010,09/12/2009,10/03/2010,Wednesday,Wednesday,Tuesday
EUR,122.892,12/01/2011,08/10/2010,06/01/2011,Friday,Thursday,Wednesday
EUR,122.907,06/11/2012,31/07/2012,30/10/2012,Tuesday,Tuesday,Tuesday
EUR,122.949,10/10/2014,08/07/2014,06/10/2014,Tuesday,Monday,Friday
EUR,122.963,18/10/2012,13/07/2012,12/10/2012,Friday,Friday,Thursday
EUR,122.984,14/05/2015,09/02/2015,08/05/2015,Monday,Friday,Thursday
EUR,122.992,10/10/2012,05/07/2012,04/10/2012,Thursday,Thursday,Wednesday
EUR,123.003,03/12/2012,27/08/2012,26/11/2012,Monday,Monday,Monday
EUR,123.004,05/10/2012,02/07/2012,01/10/2012,Monday,Monday,Friday
EUR,123.027,06/05/2010,29/01/2010,30/04/2010,Friday,Friday,Thursday
EUR,123.036,09/10/2012,04/07/2012,03/10/2012,Wednesday,Wednesday,Tuesday
EUR,123.039,15/02/2010,12/11/2009,09/02/2010,Thursday,Tuesday,Monday
EUR,123.049,14/12/2010,09/09/2010,08/12/2010,Thursday,Wednesday,Tuesday
EUR,123.065,06/12/2012,30/08/2012,29/11/2012,Thursday,Thursday,Thursday
EUR,123.077,03/04/2013,27/12/2012,27/03/2013,Thursday,Wednesday,Wednesday
EUR,123.101,02/10/2012,25/06/2012,26/09/2012,Monday,Wednesday,Tuesday
EUR,123.101,03/10/2012,27/06/2012,27/09/2012,Wednesday,Thursday,Wednesday
EUR,123.164,24/01/2011,20/10/2010,18/01/2011,Wednesday,Tuesday,Monday
EUR,123.188,16/10/2012,11/07/2012,10/10/2012,Wednesday,Wednesday,Tuesday
EUR,123.189,12/03/2010,07/12/2009,05/03/2010,Monday,Friday,Friday
EUR,123.218,04/10/2010,05/07/2010,28/09/2010,Monday,Tuesday,Monday
EUR,123.224,27/05/2013,20/02/2013,21/05/2013,Wednesday,Tuesday,Monday
EUR,123.225,01/12/2010,27/08/2010,25/11/2010,Friday,Thursday,Wednesday
EUR,123.245,15/10/2012,10/07/2012,09/10/2012,Tuesday,Tuesday,Monday
EUR,123.274,22/12/2011,15/09/2011,16/12/2011,Thursday,Friday,Thursday
EUR,123.283,17/12/2012,12/09/2012,11/12/2012,Wednesday,Tuesday,Monday
EUR,123.288,11/10/2012,06/07/2012,05/10/2012,Friday,Friday,Thursday
EUR,123.303,18/03/2010,11/12/2009,12/03/2010,Friday,Friday,Thursday
EUR,123.304,22/10/2012,17/07/2012,16/10/2012,Tuesday,Tuesday,Monday
EUR,123.312,31/01/2012,19/10/2011,24/01/2012,Wednesday,Tuesday,Tuesday
EUR,123.332,23/05/2013,18/02/2013,17/05/2013,Monday,Friday,Thursday
EUR,123.336,24/05/2013,19/02/2013,20/05/2013,Tuesday,Monday,Friday
EUR,123.339,31/10/2012,26/07/2012,25/10/2012,Thursday,Thursday,Wednesday
EUR,123.348,28/05/2013,21/02/2013,22/05/2013,Thursday,Wednesday,Tuesday
EUR,123.383,07/11/2012,01/08/2012,31/10/2012,Wednesday,Wednesday,Wednesday
EUR,123.388,17/07/2013,17/04/2013,11/07/2013,Wednesday,Thursday,Wednesday
EUR,123.408,02/02/2012,21/10/2011,26/01/2012,Friday,Thursday,Thursday
EUR,123.418,18/05/2012,18/01/2012,10/05/2012,Wednesday,Thursday,Friday
EUR,123.433,10/01/2011,06/10/2010,03/01/2011,Wednesday,Monday,Monday
EUR,123.449,24/02/2010,20/11/2009,18/02/2010,Friday,Thursday,Wednesday
EUR,123.462,27/09/2012,20/06/2012,21/09/2012,Wednesday,Friday,Thursday
EUR,123.478,14/12/2012,11/09/2012,10/12/2012,Tuesday,Monday,Friday
EUR,123.481,06/01/2012,27/09/2011,29/12/2011,Tuesday,Thursday,Friday
EUR,123.495,22/05/2013,15/02/2013,16/05/2013,Friday,Thursday,Wednesday
EUR,123.51,19/10/2012,16/07/2012,15/10/2012,Monday,Monday,Friday
EUR,123.511,21/12/2011,14/09/2011,15/12/2011,Wednesday,Thursday,Wednesday
EUR,123.523,19/02/2010,17/11/2009,12/02/2010,Tuesday,Friday,Friday
EUR,123.545,09/11/2012,03/08/2012,05/11/2012,Friday,Monday,Friday
EUR,123.553,31/03/2010,24/12/2009,25/03/2010,Thursday,Thursday,Wednesday
EUR,123.578,15/07/2013,15/04/2013,09/07/2013,Monday,Tuesday,Monday
EUR,123.586,10/01/2012,29/09/2011,04/01/2012,Thursday,Wednesday,Tuesday
EUR,123.588,17/02/2010,13/11/2009,10/02/2010,Friday,Wednesday,Wednesday
EUR,123.602,06/04/2010,29/12/2009,29/03/2010,Tuesday,Monday,Tuesday
EUR,123.611,30/05/2013,25/02/2013,24/05/2013,Monday,Friday,Thursday
EUR,123.622,05/12/2012,29/08/2012,28/11/2012,Wednesday,Wednesday,Wednesday
EUR,123.625,10/11/2009,11/08/2009,04/11/2009,Tuesday,Wednesday,Tuesday
EUR,123.627,20/05/2015,13/02/2015,14/05/2015,Friday,Thursday,Wednesday
EUR,123.646,28/03/2013,20/12/2012,22/03/2013,Thursday,Friday,Thursday
EUR,123.673,01/02/2012,20/10/2011,25/01/2012,Thursday,Wednesday,Wednesday
EUR,123.679,07/10/2014,03/07/2014,01/10/2014,Thursday,Wednesday,Tuesday
EUR,123.686,21/03/2013,13/12/2012,15/03/2013,Thursday,Friday,Thursday
EUR,123.692,16/05/2012,13/01/2012,08/05/2012,Friday,Tuesday,Wednesday
EUR,123.708,04/12/2012,28/08/2012,27/11/2012,Tuesday,Tuesday,Tuesday
EUR,123.721,11/01/2012,30/09/2011,05/01/2012,Friday,Thursday,Wednesday
EUR,123.721,18/02/2010,16/11/2009,11/02/2010,Monday,Thursday,Thursday
EUR,123.73635,10/06/2015,10/03/2015,04/06/2015,Tuesday,Thursday,Wednesday
EUR,123.77,12/10/2009,14/07/2009,06/10/2009,Tuesday,Tuesday,Monday
EUR,123.774,23/04/2012,23/12/2011,17/04/2012,Friday,Tuesday,Monday
EUR,123.777,01/11/2012,27/07/2012,26/10/2012,Friday,Friday,Thursday
EUR,123.786,17/11/2014,11/08/2014,10/11/2014,Monday,Monday,Monday
EUR,123.787,21/01/2011,19/10/2010,17/01/2011,Tuesday,Monday,Friday
EUR,123.799,26/12/2011,19/09/2011,20/12/2011,Monday,Tuesday,Monday
EUR,123.799,27/03/2013,19/12/2012,21/03/2013,Wednesday,Thursday,Wednesday
EUR,123.807,23/12/2011,16/09/2011,19/12/2011,Friday,Monday,Friday
EUR,123.813,16/07/2013,16/04/2013,10/07/2013,Tuesday,Wednesday,Tuesday
EUR,123.83,12/07/2013,12/04/2013,08/07/2013,Friday,Monday,Friday
EUR,123.84,08/11/2012,02/08/2012,01/11/2012,Thursday,Thursday,Thursday
EUR,123.842,23/03/2010,16/12/2009,17/03/2010,Wednesday,Wednesday,Tuesday
EUR,123.846,08/10/2014,04/07/2014,02/10/2014,Friday,Thursday,Wednesday
EUR,123.852,12/10/2012,09/07/2012,08/10/2012,Monday,Monday,Friday
EUR,123.855,07/05/2010,01/02/2010,03/05/2010,Monday,Monday,Friday
EUR,123.863,17/05/2012,17/01/2012,09/05/2012,Tuesday,Wednesday,Thursday
EUR,123.864,28/09/2012,21/06/2012,24/09/2012,Thursday,Monday,Friday
EUR,123.878,14/11/2014,08/08/2014,07/11/2014,Friday,Friday,Friday
EUR,123.878,25/01/2011,21/10/2010,19/01/2011,Thursday,Wednesday,Tuesday
EUR,123.886,21/12/2010,16/09/2010,15/12/2010,Thursday,Wednesday,Tuesday
EUR,123.887,20/03/2013,12/12/2012,14/03/2013,Wednesday,Thursday,Wednesday
EUR,123.904,23/10/2012,18/07/2012,17/10/2012,Wednesday,Wednesday,Tuesday
EUR,123.921,26/03/2013,18/12/2012,20/03/2013,Tuesday,Wednesday,Tuesday
EUR,123.931,30/04/2010,25/01/2010,26/04/2010,Monday,Monday,Friday
EUR,123.932,28/12/2011,20/09/2011,21/12/2011,Tuesday,Wednesday,Wednesday
EUR,123.935,25/05/2015,19/02/2015,19/05/2015,Thursday,Tuesday,Monday
EUR,124,29/12/2011,21/09/2011,22/12/2011,Wednesday,Thursday,Thursday
EUR,124.007,25/03/2013,17/12/2012,19/03/2013,Monday,Tuesday,Monday
EUR,124.011,14/10/2014,10/07/2014,08/10/2014,Thursday,Wednesday,Tuesday
EUR,124.011,13/10/2014,09/07/2014,07/10/2014,Wednesday,Tuesday,Monday
EUR,124.013,29/05/2013,22/02/2013,23/05/2013,Friday,Thursday,Wednesday
EUR,124.014,19/03/2010,14/12/2009,15/03/2010,Monday,Monday,Friday
EUR,124.021,04/06/2013,28/02/2013,29/05/2013,Thursday,Wednesday,Tuesday
EUR,124.033,22/03/2012,28/11/2011,16/03/2012,Monday,Friday,Thursday
EUR,124.084,29/03/2010,22/12/2009,23/03/2010,Tuesday,Tuesday,Monday
EUR,124.093,30/03/2010,23/12/2009,24/03/2010,Wednesday,Wednesday,Tuesday
EUR,124.093,30/10/2012,25/07/2012,24/10/2012,Wednesday,Wednesday,Tuesday
EUR,124.101,23/03/2012,29/11/2011,19/03/2012,Tuesday,Monday,Friday
EUR,124.115,18/12/2012,13/09/2012,12/12/2012,Thursday,Wednesday,Tuesday
EUR,124.127,24/11/2010,20/08/2010,18/11/2010,Friday,Thursday,Wednesday
EUR,124.172,26/10/2012,23/07/2012,22/10/2012,Monday,Monday,Friday
EUR,124.184,03/06/2013,27/02/2013,28/05/2013,Wednesday,Tuesday,Monday
EUR,124.204,01/04/2013,21/12/2012,25/03/2013,Friday,Monday,Monday
EUR,124.208,05/06/2013,01/03/2013,30/05/2013,Friday,Thursday,Wednesday
EUR,124.242,26/09/2012,19/06/2012,20/09/2012,Tuesday,Thursday,Wednesday
EUR,124.252,21/03/2012,25/11/2011,15/03/2012,Friday,Thursday,Wednesday
EUR,124.258,04/01/2012,23/09/2011,26/12/2011,Friday,Monday,Wednesday
EUR,124.259,05/01/2012,26/09/2011,28/12/2011,Monday,Wednesday,Thursday
EUR,124.287,25/09/2012,18/06/2012,19/09/2012,Monday,Wednesday,Tuesday
EUR,124.289,21/05/2013,14/02/2013,15/05/2013,Thursday,Wednesday,Tuesday
EUR,124.299,10/11/2014,05/08/2014,04/11/2014,Tuesday,Tuesday,Monday
EUR,124.304,21/05/2015,16/02/2015,15/05/2015,Monday,Friday,Thursday
EUR,124.304,31/05/2013,26/02/2013,27/05/2013,Tuesday,Monday,Friday
EUR,124.331,22/03/2010,15/12/2009,16/03/2010,Tuesday,Tuesday,Monday
EUR,124.333,10/02/2012,27/10/2011,02/02/2012,Thursday,Thursday,Friday
EUR,124.342,17/05/2013,11/02/2013,13/05/2013,Monday,Monday,Friday
EUR,124.343,11/01/2013,05/10/2012,07/01/2013,Friday,Monday,Friday
EUR,124.35,17/04/2012,19/12/2011,10/04/2012,Monday,Tuesday,Tuesday
EUR,124.359,15/04/2010,11/01/2010,09/04/2010,Monday,Friday,Thursday
EUR,124.367,14/04/2010,08/01/2010,08/04/2010,Friday,Thursday,Wednesday
EUR,124.373,18/03/2013,10/12/2012,12/03/2013,Monday,Tuesday,Monday
EUR,124.38,30/04/2013,23/01/2013,24/04/2013,Wednesday,Wednesday,Tuesday
EUR,124.412,18/11/2014,13/08/2014,12/11/2014,Wednesday,Wednesday,Tuesday
EUR,124.417,06/11/2009,07/08/2009,30/10/2009,Friday,Friday,Friday
EUR,124.432,11/03/2013,03/12/2012,04/03/2013,Monday,Monday,Monday
EUR,124.435,09/10/2014,07/07/2014,03/10/2014,Monday,Friday,Thursday
EUR,124.438,06/06/2013,04/03/2013,31/05/2013,Monday,Friday,Thursday
EUR,124.447,07/12/2012,03/09/2012,03/12/2012,Monday,Monday,Friday
EUR,124.471,20/05/2013,13/02/2013,14/05/2013,Wednesday,Tuesday,Monday
EUR,124.474,07/11/2014,04/08/2014,03/11/2014,Monday,Monday,Friday
EUR,124.474,29/10/2012,24/07/2012,23/10/2012,Tuesday,Tuesday,Monday
EUR,124.484,13/11/2014,07/08/2014,06/11/2014,Thursday,Thursday,Thursday
EUR,124.492,13/04/2012,16/12/2011,09/04/2012,Friday,Monday,Friday
EUR,124.5,17/10/2014,14/07/2014,13/10/2014,Monday,Monday,Friday
EUR,124.502,12/03/2013,04/12/2012,05/03/2013,Tuesday,Tuesday,Tuesday
EUR,124.526,19/03/2013,11/12/2012,13/03/2013,Tuesday,Wednesday,Tuesday
EUR,124.531,18/04/2012,20/12/2011,11/04/2012,Tuesday,Wednesday,Wednesday
EUR,124.536,25/04/2012,28/12/2011,19/04/2012,Wednesday,Thursday,Wednesday
EUR,124.54,15/10/2014,11/07/2014,09/10/2014,Friday,Thursday,Wednesday
EUR,124.551,30/12/2011,22/09/2011,23/12/2011,Thursday,Friday,Friday
EUR,124.558,25/03/2010,18/12/2009,19/03/2010,Friday,Friday,Thursday
EUR,124.589,02/04/2013,26/12/2012,26/03/2013,Wednesday,Tuesday,Tuesday
EUR,124.601,10/07/2013,10/04/2013,04/07/2013,Wednesday,Thursday,Wednesday
EUR,124.611,06/10/2014,02/07/2014,30/09/2014,Wednesday,Tuesday,Monday
EUR,124.614,06/05/2013,28/01/2013,29/04/2013,Monday,Monday,Monday
EUR,124.617,19/12/2012,14/09/2012,13/12/2012,Friday,Thursday,Wednesday
EUR,124.622,07/10/2010,08/07/2010,01/10/2010,Thursday,Friday,Thursday
EUR,124.625,04/11/2009,05/08/2009,28/10/2009,Wednesday,Wednesday,Wednesday
EUR,124.636,13/04/2010,07/01/2010,07/04/2010,Thursday,Wednesday,Tuesday
EUR,124.644,04/05/2010,27/01/2010,28/04/2010,Wednesday,Wednesday,Tuesday
EUR,124.648,10/12/2012,04/09/2012,04/12/2012,Tuesday,Tuesday,Monday
EUR,124.651,22/05/2015,18/02/2015,18/05/2015,Wednesday,Monday,Friday
EUR,124.651,13/10/2009,15/07/2009,07/10/2009,Wednesday,Wednesday,Tuesday
EUR,124.652,05/11/2009,06/08/2009,29/10/2009,Thursday,Thursday,Thursday
EUR,124.662,14/01/2013,08/10/2012,08/01/2013,Monday,Tuesday,Monday
EUR,124.664,12/04/2013,07/01/2013,08/04/2013,Monday,Monday,Friday
EUR,124.664,07/06/2013,05/03/2013,03/06/2013,Tuesday,Monday,Friday
EUR,124.665,24/09/2012,15/06/2012,18/09/2012,Friday,Tuesday,Monday
EUR,124.665,26/03/2010,21/12/2009,22/03/2010,Monday,Monday,Friday
EUR,124.677,06/10/2010,07/07/2010,30/09/2010,Wednesday,Thursday,Wednesday
EUR,124.678,15/04/2013,08/01/2013,09/04/2013,Tuesday,Tuesday,Monday
EUR,124.678,10/06/2013,06/03/2013,04/06/2013,Wednesday,Tuesday,Monday
EUR,124.688,19/03/2012,23/11/2011,13/03/2012,Wednesday,Tuesday,Monday
EUR,124.701,12/11/2014,06/08/2014,05/11/2014,Wednesday,Wednesday,Wednesday
EUR,124.721,02/05/2013,24/01/2013,25/04/2013,Thursday,Thursday,Thursday
EUR,124.73,03/10/2014,01/07/2014,29/09/2014,Tuesday,Monday,Friday
EUR,124.734,14/03/2013,06/12/2012,07/03/2013,Thursday,Thursday,Thursday
EUR,124.749,03/02/2012,24/10/2011,27/01/2012,Monday,Friday,Friday
EUR,124.753,15/03/2013,07/12/2012,11/03/2013,Friday,Monday,Friday
EUR,124.772,09/11/2009,10/08/2009,03/11/2009,Monday,Tuesday,Monday
EUR,124.793,01/01/2015,30/09/2014,24/12/2014,Tuesday,Wednesday,Thursday
EUR,124.795,25/10/2012,20/07/2012,19/10/2012,Friday,Friday,Thursday
EUR,124.798,01/03/2012,07/11/2011,20/02/2012,Monday,Monday,Thursday
EUR,124.799,20/12/2012,18/09/2012,14/12/2012,Tuesday,Friday,Thursday
EUR,124.808,19/04/2012,21/12/2011,12/04/2012,Wednesday,Thursday,Thursday
EUR,124.809,07/04/2010,30/12/2009,30/03/2010,Wednesday,Tuesday,Wednesday
EUR,124.812,03/05/2010,26/01/2010,27/04/2010,Tuesday,Tuesday,Monday
EUR,124.83,11/12/2012,05/09/2012,05/12/2012,Wednesday,Wednesday,Tuesday
EUR,124.837,20/04/2012,22/12/2011,13/04/2012,Thursday,Friday,Friday
EUR,124.839,24/02/2012,01/11/2011,08/02/2012,Tuesday,Wednesday,Friday
EUR,124.841,16/04/2013,09/01/2013,10/04/2013,Wednesday,Wednesday,Tuesday
EUR,124.846,08/04/2010,31/12/2009,31/03/2010,Thursday,Wednesday,Thursday
EUR,124.846,13/03/2013,05/12/2012,06/03/2013,Wednesday,Wednesday,Wednesday
EUR,124.856,15/12/2014,10/09/2014,09/12/2014,Wednesday,Tuesday,Monday
EUR,124.864,14/03/2012,18/11/2011,07/03/2012,Friday,Wednesday,Wednesday
EUR,124.864,30/11/2010,26/08/2010,24/11/2010,Thursday,Wednesday,Tuesday
EUR,124.868,20/03/2012,24/11/2011,14/03/2012,Thursday,Wednesday,Tuesday
EUR,124.875,03/05/2013,25/01/2013,26/04/2013,Friday,Friday,Friday
EUR,124.878,30/10/2014,25/07/2014,24/10/2014,Friday,Friday,Thursday
EUR,124.881,21/10/2014,16/07/2014,15/10/2014,Wednesday,Wednesday,Tuesday
EUR,124.887,16/01/2013,10/10/2012,10/01/2013,Wednesday,Thursday,Wednesday
EUR,124.89,13/12/2012,10/09/2012,07/12/2012,Monday,Friday,Thursday
EUR,124.897,27/04/2012,29/12/2011,20/04/2012,Thursday,Friday,Friday
EUR,124.909,24/10/2012,19/07/2012,18/10/2012,Thursday,Thursday,Wednesday
EUR,124.935,15/05/2012,12/01/2012,04/05/2012,Thursday,Friday,Tuesday
EUR,124.943,09/02/2010,05/11/2009,02/02/2010,Thursday,Tuesday,Tuesday
EUR,124.951,27/01/2011,25/10/2010,21/01/2011,Monday,Friday,Thursday
EUR,124.967,02/05/2012,04/01/2012,24/04/2012,Wednesday,Tuesday,Wednesday
EUR,124.976,16/10/2014,13/07/2014,10/10/2014,Sunday,Friday,Thursday
EUR,124.979,16/02/2012,28/10/2011,03/02/2012,Friday,Friday,Thursday
EUR,124.986,16/01/2015,13/10/2014,12/01/2015,Monday,Monday,Friday
EUR,124.989,15/03/2012,21/11/2011,09/03/2012,Monday,Friday,Thursday
EUR,125.007,29/04/2013,22/01/2013,23/04/2013,Tuesday,Tuesday,Monday
EUR,125.014,11/07/2013,11/04/2013,05/07/2013,Thursday,Friday,Thursday
EUR,125.018,20/01/2015,15/10/2014,14/01/2015,Wednesday,Wednesday,Tuesday
EUR,125.021,10/05/2012,11/01/2012,03/05/2012,Wednesday,Thursday,Thursday
EUR,125.024,21/12/2012,19/09/2012,17/12/2012,Wednesday,Monday,Friday
EUR,125.026,06/02/2012,25/10/2011,31/01/2012,Tuesday,Tuesday,Monday
EUR,125.029,22/01/2015,17/10/2014,16/01/2015,Friday,Friday,Thursday
EUR,125.029,21/01/2015,16/10/2014,15/01/2015,Thursday,Thursday,Wednesday
EUR,125.033,26/03/2012,30/11/2011,20/03/2012,Wednesday,Tuesday,Monday
EUR,125.036,07/01/2015,02/10/2014,30/12/2014,Thursday,Tuesday,Wednesday
EUR,125.039,23/11/2010,19/08/2010,17/11/2010,Thursday,Wednesday,Tuesday
EUR,125.044,26/01/2011,22/10/2010,20/01/2011,Friday,Thursday,Wednesday
EUR,125.063,06/01/2015,01/10/2014,25/12/2014,Wednesday,Thursday,Tuesday
EUR,125.088,12/12/2014,09/09/2014,08/12/2014,Tuesday,Monday,Friday
EUR,125.091,12/12/2012,07/09/2012,06/12/2012,Friday,Thursday,Wednesday
EUR,125.094,03/07/2013,02/04/2013,27/06/2013,Tuesday,Thursday,Wednesday
EUR,125.099,29/10/2014,24/07/2014,23/10/2014,Thursday,Thursday,Wednesday
EUR,125.102,20/10/2014,15/07/2014,14/10/2014,Tuesday,Tuesday,Monday
EUR,125.111,08/01/2015,03/10/2014,31/12/2014,Friday,Wednesday,Thursday
EUR,125.111,30/03/2012,06/12/2011,23/03/2012,Tuesday,Friday,Friday
EUR,125.133,04/07/2013,03/04/2013,28/06/2013,Wednesday,Friday,Thursday
EUR,125.134,24/04/2012,26/12/2011,18/04/2012,Monday,Wednesday,Tuesday
EUR,125.139,19/04/2013,14/01/2013,15/04/2013,Monday,Monday,Friday
EUR,125.144,22/03/2013,14/12/2012,18/03/2013,Friday,Monday,Friday
EUR,125.146,30/04/2012,30/12/2011,23/04/2012,Friday,Monday,Monday
EUR,125.149,29/02/2012,04/11/2011,16/02/2012,Friday,Thursday,Wednesday
EUR,125.155,23/01/2015,20/10/2014,19/01/2015,Monday,Monday,Friday
EUR,125.159,25/04/2013,18/01/2013,19/04/2013,Friday,Friday,Thursday
EUR,125.162,10/01/2013,04/10/2012,04/01/2013,Thursday,Friday,Thursday
EUR,125.186,09/01/2015,06/10/2014,01/01/2015,Monday,Thursday,Friday
EUR,125.187,12/01/2015,07/10/2014,06/01/2015,Tuesday,Tuesday,Monday
EUR,125.206,19/01/2015,14/10/2014,13/01/2015,Tuesday,Tuesday,Monday
EUR,125.218,08/05/2013,30/01/2013,02/05/2013,Wednesday,Thursday,Wednesday
EUR,125.222,09/04/2010,05/01/2010,01/04/2010,Tuesday,Thursday,Friday
EUR,125.227,09/07/2013,09/04/2013,03/07/2013,Tuesday,Wednesday,Tuesday
EUR,125.248,30/12/2014,26/09/2014,22/12/2014,Friday,Monday,Tuesday
EUR,125.25,06/11/2014,01/08/2014,31/10/2014,Friday,Friday,Thursday
EUR,125.256,20/02/2012,31/10/2011,06/02/2012,Monday,Monday,Monday
EUR,125.256,09/05/2013,31/01/2013,03/05/2013,Thursday,Friday,Thursday
EUR,125.262,02/10/2014,30/06/2014,26/09/2014,Monday,Friday,Thursday
EUR,125.269,17/01/2013,11/10/2012,11/01/2013,Thursday,Friday,Thursday
EUR,125.279,26/01/2015,21/10/2014,20/01/2015,Tuesday,Tuesday,Monday
EUR,125.28,02/12/2014,27/08/2014,26/11/2014,Wednesday,Wednesday,Tuesday
EUR,125.293,21/02/2011,19/11/2010,15/02/2011,Friday,Tuesday,Monday
EUR,125.309,03/05/2012,05/01/2012,25/04/2012,Thursday,Wednesday,Thursday
EUR,125.31,06/03/2013,28/11/2012,28/02/2013,Wednesday,Thursday,Wednesday
EUR,125.311,31/12/2014,29/09/2014,23/12/2014,Monday,Tuesday,Wednesday
EUR,125.314,28/11/2014,25/08/2014,24/11/2014,Monday,Monday,Friday
EUR,125.322,11/12/2014,08/09/2014,05/12/2014,Monday,Friday,Thursday
EUR,125.34,08/02/2012,26/10/2011,01/02/2012,Wednesday,Wednesday,Wednesday
EUR,125.355,05/03/2013,27/11/2012,27/02/2013,Tuesday,Wednesday,Tuesday
EUR,125.356,26/04/2013,21/01/2013,22/04/2013,Monday,Monday,Friday
EUR,125.357,13/01/2015,08/10/2014,07/01/2015,Wednesday,Wednesday,Tuesday
EUR,125.36,15/01/2015,10/10/2014,09/01/2015,Friday,Friday,Thursday
EUR,125.36,14/01/2015,09/10/2014,08/01/2015,Thursday,Thursday,Wednesday
EUR,125.37,25/12/2014,25/09/2014,19/12/2014,Thursday,Friday,Thursday
EUR,125.371,08/07/2013,08/04/2013,02/07/2013,Monday,Tuesday,Monday
EUR,125.385,22/07/2013,22/04/2013,16/07/2013,Monday,Tuesday,Monday
EUR,125.389,12/04/2010,06/01/2010,06/04/2010,Wednesday,Tuesday,Monday
EUR,125.39,20/12/2011,13/09/2011,14/12/2011,Tuesday,Wednesday,Tuesday
EUR,125.398,22/11/2010,18/08/2010,16/11/2010,Wednesday,Tuesday,Monday
EUR,125.401,14/10/2009,16/07/2009,08/10/2009,Thursday,Thursday,Wednesday
EUR,125.403,16/04/2010,12/01/2010,12/04/2010,Tuesday,Monday,Friday
EUR,125.405,27/01/2015,22/10/2014,21/01/2015,Wednesday,Wednesday,Tuesday
EUR,125.412,01/12/2014,26/08/2014,25/11/2014,Tuesday,Tuesday,Monday
EUR,125.418,15/01/2013,09/10/2012,09/01/2013,Tuesday,Wednesday,Tuesday
EUR,125.42,08/02/2010,04/11/2009,01/02/2010,Wednesday,Monday,Monday
EUR,125.428,07/05/2013,29/01/2013,30/04/2013,Tuesday,Tuesday,Tuesday
EUR,125.431,10/12/2014,05/09/2014,04/12/2014,Friday,Thursday,Wednesday
EUR,125.435,19/07/2013,19/04/2013,15/07/2013,Friday,Monday,Friday
EUR,125.437,31/10/2014,28/07/2014,27/10/2014,Monday,Monday,Friday
EUR,125.44,12/06/2013,11/03/2013,06/06/2013,Monday,Thursday,Wednesday
EUR,125.441,22/04/2013,15/01/2013,16/04/2013,Tuesday,Tuesday,Monday
EUR,125.45,17/04/2013,10/01/2013,11/04/2013,Thursday,Thursday,Wednesday
EUR,125.455,11/06/2013,07/03/2013,05/06/2013,Thursday,Wednesday,Tuesday
EUR,125.457,08/10/2010,09/07/2010,04/10/2010,Friday,Monday,Friday
EUR,125.464,01/10/2014,27/06/2014,25/09/2014,Friday,Thursday,Wednesday
EUR,125.472,10/02/2010,06/11/2009,03/02/2010,Friday,Wednesday,Wednesday
EUR,125.49,27/03/2012,02/12/2011,21/03/2012,Friday,Wednesday,Tuesday
EUR,125.525,22/02/2011,22/11/2010,16/02/2011,Monday,Wednesday,Tuesday
EUR,125.53,07/03/2013,29/11/2012,01/03/2013,Thursday,Friday,Thursday
EUR,125.543,12/11/2009,12/08/2009,05/11/2009,Wednesday,Thursday,Thursday
EUR,125.554,25/11/2010,23/08/2010,19/11/2010,Monday,Friday,Thursday
EUR,125.556,23/04/2013,16/01/2013,17/04/2013,Wednesday,Wednesday,Tuesday
EUR,125.562,03/11/2014,29/07/2014,28/10/2014,Tuesday,Tuesday,Monday
EUR,125.597,08/05/2012,09/01/2012,30/04/2012,Monday,Monday,Tuesday
EUR,125.632,05/07/2013,05/04/2013,01/07/2013,Friday,Monday,Friday
EUR,125.656,25/07/2013,25/04/2013,19/07/2013,Thursday,Friday,Thursday
EUR,125.656,16/03/2012,22/11/2011,12/03/2012,Tuesday,Monday,Friday
EUR,125.665,13/05/2013,05/02/2013,07/05/2013,Tuesday,Tuesday,Monday
EUR,125.67,24/03/2010,17/12/2009,18/03/2010,Thursday,Thursday,Wednesday
