Attribute,Value,Year,Month,Year,Month,Year,Month
EUR,103.89308,2007,January,2007,January,2007,January
EUR,103.9269,2007,January,2007,January,2007,January
EUR,103.95738,2005,November,2005,November,2005,October
EUR,103.98895,2007,January,2007,January,2007,January
EUR,103.98902,2007,January,2007,January,2007,January
EUR,103.99007,2004,July,2004,July,2004,July
EUR,104.007,2009,April,2009,April,2009,January
EUR,104.02401,2004,July,2004,July,2004,July
EUR,104.05845,2007,January,2007,January,2006,December
EUR,104.061,2008,September,2008,September,2008,June
EUR,104.089,2007,September,2007,September,2007,August
EUR,104.17405,2007,January,2007,January,2006,December
EUR,104.2131,2007,February,2007,February,2007,January
EUR,104.24393,2004,August,2004,August,2004,August
EUR,104.25905,2007,February,2007,February,2007,January
EUR,104.272,2009,May,2009,May,2009,February
EUR,104.29343,2004,September,2004,September,2004,September
EUR,104.31322,2004,August,2004,August,2004,August
EUR,104.32363,2004,September,2004,September,2004,September
EUR,104.33714,2007,January,2007,January,2006,December
EUR,104.373,2007,September,2007,September,2007,August
EUR,104.42407,2007,February,2007,February,2007,February
EUR,104.43833,2007,February,2007,February,2007,January
EUR,104.481,2009,May,2009,May,2009,February
EUR,104.49176,2005,November,2005,November,2005,October
EUR,104.49704,2004,September,2004,September,2004,September
EUR,104.51614,2004,August,2004,August,2004,August
EUR,104.56472,2007,February,2007,February,2007,February
EUR,104.60635,2006,November,2006,November,2006,November
EUR,104.61321,2004,September,2004,September,2004,September
EUR,104.64355,2007,March,2007,March,2007,February
EUR,104.65751,2004,September,2004,September,2004,September
EUR,104.67652,2007,February,2007,February,2007,February
EUR,104.67734,2007,March,2007,March,2007,February
EUR,104.71113,2007,February,2007,February,2007,February
EUR,104.714,2009,May,2009,May,2009,February
EUR,104.73864,2007,February,2007,February,2007,January
EUR,104.75321,2007,March,2007,March,2007,February
EUR,104.75913,2004,August,2004,August,2004,August
EUR,104.77557,2006,December,2006,December,2006,December
EUR,104.8158,2007,February,2007,February,2007,January
EUR,104.828,2008,October,2008,October,2008,July
EUR,104.82947,2007,January,2007,January,2006,December
EUR,104.847,2008,December,2008,December,2008,September
EUR,104.86651,2007,March,2007,March,2007,February
EUR,104.933,2008,December,2009,January,2008,September
EUR,104.96596,2004,August,2004,August,2004,August
EUR,104.99009,2007,March,2007,March,2007,February
EUR,104.991,2007,September,2007,September,2007,August
EUR,105.001,2007,October,2007,October,2007,September
EUR,105.03069,2007,March,2007,March,2007,February
EUR,105.04862,2007,February,2007,February,2007,February
EUR,105.06319,2007,March,2007,March,2007,February
EUR,105.17477,2006,December,2006,December,2006,December
EUR,105.18206,2007,March,2007,March,2007,February
EUR,105.23727,2006,December,2007,January,2006,December
EUR,105.24417,2006,December,2006,December,2006,November
EUR,105.25592,2006,November,2006,December,2006,November
EUR,105.2598,2006,December,2006,December,2006,December
EUR,105.28,2007,May,2007,May,2007,April
EUR,105.30467,2006,December,2006,December,2006,December
EUR,105.335,2007,September,2007,September,2007,August
EUR,105.34148,2007,March,2007,March,2007,February
EUR,105.377,2007,October,2007,October,2007,September
EUR,105.38952,2007,March,2007,March,2007,February
EUR,105.393,2007,September,2007,September,2007,August
EUR,105.397,2009,May,2009,May,2009,February
EUR,105.436,2009,May,2009,May,2009,February
EUR,105.44463,2007,January,2007,January,2006,December
EUR,105.451,2009,May,2009,May,2009,February
EUR,105.467,2009,May,2009,May,2009,February
EUR,105.489,2007,September,2007,September,2007,August
EUR,105.50116,2007,February,2007,March,2007,February
EUR,105.534,2007,October,2007,October,2007,September
EUR,105.53767,2007,March,2007,March,2007,February
EUR,105.57032,2004,September,2004,September,2004,September
EUR,105.586,2007,October,2007,October,2007,September
EUR,105.618,2009,January,2009,January,2008,September
EUR,105.63425,2006,December,2006,December,2006,November
EUR,105.64,2008,September,2008,September,2008,July
EUR,105.70196,2006,December,2006,December,2006,December
EUR,105.70399,2006,December,2006,December,2006,December
EUR,105.722,2008,September,2008,September,2008,June
EUR,105.7417,2005,July,2005,July,2005,June
EUR,105.762,2007,October,2007,October,2007,September
EUR,105.77711,2007,March,2007,March,2007,March
EUR,105.793,2009,May,2009,May,2009,February
EUR,105.81209,2006,December,2006,December,2006,November
EUR,105.818,2007,September,2007,October,2007,September
EUR,105.855,2009,May,2009,May,2009,February
EUR,105.85743,2006,December,2006,December,2006,November
EUR,105.86072,2005,October,2005,October,2005,October
EUR,105.86338,2005,July,2005,July,2005,July
EUR,105.94649,2005,October,2005,October,2005,October
EUR,105.9581,2007,March,2007,March,2007,March
EUR,105.96096,2005,October,2005,October,2005,October
EUR,105.998,2007,October,2007,October,2007,September
EUR,106.00378,2006,December,2006,December,2006,November
EUR,106.005,2007,October,2007,October,2007,September
EUR,106.027,2007,May,2007,May,2007,April
EUR,106.02778,2005,July,2005,July,2005,June
EUR,106.05,2007,October,2007,October,2007,September
EUR,106.068,2004,September,2004,September,2004,September
EUR,106.069,2008,October,2008,October,2008,July
EUR,106.07097,2007,March,2007,March,2007,March
EUR,106.08586,2005,July,2005,July,2005,July
EUR,106.097,2007,October,2007,October,2007,September
EUR,106.127,2008,September,2008,September,2008,July
EUR,106.14875,2007,March,2007,March,2007,March
EUR,106.15727,2005,July,2005,July,2005,July
EUR,106.15731,2006,December,2006,December,2006,November
EUR,106.16535,2004,September,2004,September,2004,September
EUR,106.173,2007,October,2007,October,2007,September
EUR,106.19218,2006,December,2006,December,2006,November
EUR,106.20556,2006,December,2006,December,2006,November
EUR,106.2067,2005,October,2005,October,2005,September
EUR,106.21679,2007,April,2007,April,2007,March
EUR,106.21995,2007,March,2007,March,2007,February
EUR,106.2299,2005,October,2005,October,2005,October
EUR,106.233,2008,September,2008,September,2008,July
EUR,106.25076,2006,December,2006,December,2006,November
EUR,106.266,2007,October,2007,October,2007,September
EUR,106.29452,2007,January,2007,January,2006,December
EUR,106.33734,2005,October,2005,October,2005,September
EUR,106.34559,2007,January,2007,January,2006,December
EUR,106.35996,2007,March,2007,March,2007,March
EUR,106.37016,2006,December,2006,December,2006,November
EUR,106.40482,2005,October,2005,October,2005,October
EUR,106.4074,2006,December,2006,December,2006,November
EUR,106.4188,2004,October,2004,October,2004,October
EUR,106.42556,2005,October,2005,October,2005,October
EUR,106.43944,2007,March,2007,April,2007,March
EUR,106.44932,2007,March,2007,March,2007,March
EUR,106.461,2007,October,2007,October,2007,September
EUR,106.496,2007,October,2007,October,2007,September
EUR,106.50676,2004,October,2004,October,2004,October
EUR,106.52005,2007,April,2007,April,2007,March
EUR,106.52821,2007,April,2007,April,2007,March
EUR,106.59711,2004,September,2004,September,2004,September
EUR,106.59983,2007,April,2007,April,2007,March
EUR,106.60563,2007,March,2007,March,2007,March
EUR,106.60712,2004,October,2004,October,2004,October
EUR,106.61229,2005,October,2005,October,2005,October
EUR,106.62882,2005,October,2005,October,2005,October
EUR,106.639,2007,October,2007,October,2007,October
EUR,106.68767,2007,April,2007,April,2007,March
EUR,106.70108,2004,October,2004,October,2004,September
EUR,106.73268,2005,July,2005,July,2005,July
EUR,106.758,2007,October,2007,October,2007,September
EUR,106.76292,2004,October,2004,October,2004,October
EUR,106.77054,2005,July,2005,July,2005,July
EUR,106.81994,2005,October,2005,October,2005,October
EUR,106.8257,2004,September,2004,September,2004,September
EUR,106.848,2009,May,2009,May,2009,February
EUR,106.8539,2004,September,2004,September,2004,September
EUR,106.86929,2005,July,2005,July,2005,July
EUR,106.875,2007,October,2007,October,2007,September
EUR,106.895,2005,September,2005,September,2005,September
EUR,106.919,2007,October,2007,October,2007,September
EUR,106.92362,2005,July,2005,July,2005,July
EUR,106.934,2009,May,2009,May,2009,February
EUR,106.94136,2004,October,2004,October,2004,September
EUR,106.94344,2007,April,2007,April,2007,March
EUR,106.952,2007,April,2007,May,2007,April
EUR,106.96595,2005,October,2005,October,2005,October
EUR,106.96994,2005,September,2005,September,2005,September
EUR,106.98099,2005,October,2005,October,2005,September
EUR,107.00564,2005,October,2005,October,2005,October
EUR,107.00637,2005,October,2005,October,2005,September
EUR,107.01631,2004,September,2004,September,2004,September
EUR,107.02943,2004,October,2004,October,2004,October
EUR,107.09483,2007,April,2007,April,2007,March
EUR,107.111,2007,October,2007,October,2007,October
EUR,107.11823,2005,June,2005,June,2005,June
EUR,107.1555,2004,October,2004,October,2004,October
EUR,107.15873,2005,July,2005,July,2005,July
EUR,107.17092,2005,June,2005,June,2005,June
EUR,107.18119,2004,October,2004,October,2004,October
EUR,107.19566,2005,June,2005,June,2005,June
EUR,107.22521,2004,October,2004,October,2004,October
EUR,107.25167,2005,September,2005,September,2005,September
EUR,107.25747,2005,September,2005,September,2005,September
EUR,107.26168,2005,July,2005,July,2005,July
EUR,107.26199,2007,April,2007,April,2007,March
EUR,107.30059,2005,October,2005,October,2005,October
EUR,107.30508,2005,July,2005,July,2005,July
EUR,107.33509,2005,October,2005,October,2005,October
EUR,107.39754,2005,October,2005,October,2005,October
EUR,107.4035,2005,June,2005,June,2005,June
EUR,107.43683,2005,October,2005,October,2005,October
EUR,107.463,2007,December,2007,December,2007,November
EUR,107.469,2009,June,2009,June,2009,March
EUR,107.48269,2005,July,2005,July,2005,July
EUR,107.48995,2005,July,2005,July,2005,July
EUR,107.494,2008,September,2008,September,2008,July
EUR,107.496,2007,October,2007,October,2007,October
EUR,107.55844,2005,July,2005,July,2005,June
EUR,107.5619,2005,June,2005,June,2005,June
EUR,107.57,2009,June,2009,June,2009,March
EUR,107.578,2009,June,2009,June,2009,March
EUR,107.57844,2005,June,2005,June,2005,June
EUR,107.59365,2005,June,2005,June,2005,June
EUR,107.597,2007,October,2007,October,2007,October
EUR,107.61426,2005,July,2005,July,2005,June
EUR,107.617,2009,June,2009,June,2009,March
EUR,107.637,2007,December,2007,December,2007,November
EUR,107.675,2007,December,2007,December,2007,November
EUR,107.67755,2005,June,2005,June,2005,June
EUR,107.692,2008,September,2008,September,2008,July
EUR,107.702,2007,December,2007,December,2007,November
EUR,107.725,2007,December,2007,December,2007,November
EUR,107.734,2007,October,2007,November,2007,October
EUR,107.73658,2004,October,2004,October,2004,October
EUR,107.73658,2005,July,2005,July,2005,July
EUR,107.738,2008,September,2008,October,2008,July
EUR,107.788,2007,November,2007,November,2007,October
EUR,107.80613,2005,August,2005,August,2005,July
EUR,107.82575,2005,September,2005,September,2005,September
EUR,107.848,2007,December,2007,December,2007,November
EUR,107.873,2009,June,2009,June,2009,March
EUR,107.89228,2007,April,2007,April,2007,March
EUR,107.90157,2005,June,2005,June,2005,June
EUR,107.95873,2005,September,2005,September,2005,September
EUR,107.98066,2007,April,2007,April,2007,March
EUR,107.99526,2005,June,2005,June,2005,June
EUR,107.99712,2005,October,2005,October,2005,October
EUR,108.028,2009,June,2009,June,2009,March
EUR,108.051,2009,June,2009,July,2009,March
EUR,108.051,2009,July,2009,July,2009,April
EUR,108.067,2009,July,2009,July,2009,April
EUR,108.098,2009,July,2009,July,2009,April
EUR,108.108,2007,November,2007,November,2007,October
EUR,108.12387,2007,April,2007,April,2007,March
EUR,108.13513,2005,July,2005,July,2005,July
EUR,108.14914,2005,September,2005,September,2005,September
EUR,108.176,2009,June,2009,June,2009,March
EUR,108.18249,2005,October,2005,October,2005,October
EUR,108.18926,2007,April,2007,April,2007,April
EUR,108.19338,2007,April,2007,April,2007,March
EUR,108.21203,2005,August,2005,August,2005,August
EUR,108.21955,2005,August,2005,August,2005,August
EUR,108.24711,2005,June,2005,June,2005,June
EUR,108.268,2007,December,2007,December,2007,November
EUR,108.269,2009,July,2009,July,2009,April
EUR,108.278,2007,December,2007,December,2007,November
EUR,108.27864,2005,July,2005,July,2005,July
EUR,108.308,2007,November,2007,November,2007,October
EUR,108.315,2009,July,2009,July,2009,April
EUR,108.31809,2005,July,2005,July,2005,July
EUR,108.339,2009,July,2009,July,2009,April
EUR,108.34041,2005,June,2005,June,2005,June
EUR,108.393,2009,May,2009,June,2009,March
EUR,108.425,2008,January,2008,January,2007,December
EUR,108.447,2009,June,2009,June,2009,March
EUR,108.45735,2007,April,2007,April,2007,March
EUR,108.478,2009,July,2009,July,2009,April
EUR,108.49729,2005,August,2005,August,2005,July
EUR,108.503,2008,February,2008,February,2008,January
EUR,108.50332,2004,October,2004,October,2004,October
EUR,108.517,2009,May,2009,June,2009,February
EUR,108.52814,2005,July,2005,July,2005,July
EUR,108.53214,2005,June,2005,June,2005,June
EUR,108.56459,2007,April,2007,April,2007,March
EUR,108.5648,2005,September,2005,September,2005,September
EUR,108.602,2009,June,2009,June,2009,March
EUR,108.634,2007,April,2007,April,2007,April
EUR,108.63568,2005,June,2005,June,2005,June
EUR,108.641,2009,June,2009,June,2009,March
EUR,108.64378,2005,August,2005,August,2005,July
EUR,108.64452,2005,August,2005,August,2005,July
EUR,108.65351,2005,June,2005,June,2005,June
EUR,108.657,2009,July,2009,July,2009,April
EUR,108.663,2008,February,2008,February,2008,January
EUR,108.672,2009,May,2009,June,2009,February
EUR,108.69366,2005,August,2005,August,2005,August
EUR,108.70655,2005,September,2005,September,2005,September
EUR,108.7067,2005,August,2005,August,2005,August
EUR,108.711,2009,June,2009,June,2009,March
EUR,108.72,2008,September,2008,September,2008,June
EUR,108.733,2008,February,2008,February,2008,January
EUR,108.75732,2005,September,2005,September,2005,September
EUR,108.765,2009,July,2009,July,2009,April
EUR,108.76748,2005,September,2005,September,2005,August
EUR,108.77028,2004,October,2004,October,2004,October
EUR,108.773,2009,July,2009,July,2009,April
EUR,108.789,2009,June,2009,July,2009,March
EUR,108.79169,2005,June,2005,June,2005,May
EUR,108.844,2007,April,2007,April,2007,April
EUR,108.874,2009,July,2009,August,2009,May
EUR,108.87463,2005,August,2005,August,2005,August
EUR,108.879,2007,December,2007,December,2007,December
EUR,108.95,2007,November,2007,November,2007,October
EUR,108.99,2009,June,2009,June,2009,March
EUR,108.991,2008,January,2008,January,2007,December
EUR,109.027,2007,December,2007,December,2007,November
EUR,109.03831,2005,June,2005,June,2005,May
EUR,109.049,2008,January,2008,January,2007,December
EUR,109.10412,2005,August,2005,August,2005,August
EUR,109.122,2008,September,2008,September,2008,July
EUR,109.13152,2005,June,2005,June,2005,May
EUR,109.16418,2005,September,2005,September,2005,September
EUR,109.231,2009,June,2009,July,2009,April
EUR,109.2329,2005,September,2005,September,2005,September
EUR,109.239,2009,July,2009,August,2009,May
EUR,109.27604,2005,June,2005,June,2005,June
EUR,109.30368,2004,October,2004,October,2004,October
EUR,109.316,2009,June,2009,July,2009,April
EUR,109.316,2009,August,2009,August,2009,May
EUR,109.32,2007,November,2007,November,2007,October
EUR,109.326,2008,September,2008,September,2008,June
EUR,109.34,2009,June,2009,June,2009,March
EUR,109.37061,2005,August,2005,August,2005,August
EUR,109.387,2007,November,2007,November,2007,October
EUR,109.393,2008,February,2008,February,2008,January
EUR,109.431,2008,February,2008,February,2008,January
EUR,109.46812,2005,September,2005,September,2005,September
EUR,109.47751,2005,June,2005,June,2005,June
EUR,109.51,2009,July,2009,July,2009,April
EUR,109.51043,2005,August,2005,August,2005,August
EUR,109.511,2008,February,2008,February,2008,January
EUR,109.51109,2005,August,2005,August,2005,August
EUR,109.51307,2005,June,2005,June,2005,May
EUR,109.549,2009,July,2009,July,2009,April
EUR,109.557,2009,August,2009,August,2009,May
EUR,109.588,2009,August,2009,August,2009,May
EUR,109.602,2007,November,2007,November,2007,October
EUR,109.665,2007,December,2007,December,2007,November
EUR,109.665,2008,January,2008,January,2007,December
EUR,109.68215,2005,September,2005,September,2005,September
EUR,109.68288,2005,August,2005,August,2005,August
EUR,109.706,2007,December,2007,December,2007,November
EUR,109.707,2007,December,2007,December,2007,November
