Date,USD,,Date,GBP,,Date,EUR
2 Jan 2014,97.375,,7 Apr 2014,161.616,,31 Mar 2014,133.998
3 Jan 2014,97.379,,8 Apr 2014,161.522,,1 Apr 2014,134.262
6 Jan 2014,97.378,,9 Apr 2014,163.11,,2 Apr 2014,134.419
7 Jan 2014,97.379,,10 Apr 2014,163.043,,3 Apr 2014,134.109
8 Jan 2014,97.381,,11 Apr 2014,163.347,,7 Apr 2014,133.963
9 Jan 2014,97.38,,14 Apr 2014,163.037,,8 Apr 2014,133.693
10 Jan 2014,97.378,,15 Apr 2014,162.795,,9 Apr 2014,134.453
13 Jan 2014,97.378,,16 Apr 2014,163.106,,10 Apr 2014,134.376
14 Jan 2014,97.379,,17 Apr 2014,163.566,,11 Apr 2014,135.03
15 Jan 2014,97.381,,21 Apr 2014,163.706,,14 Apr 2014,135.304
16 Jan 2014,97.38,,22 Apr 2014,163.602,,15 Apr 2014,134.692
17 Jan 2014,97.381,,23 Apr 2014,163.863,,16 Apr 2014,134.672
20 Jan 2014,97.378,,24 Apr 2014,163.407,,17 Apr 2014,134.596
21 Jan 2014,97.378,,25 Apr 2014,163.506,,21 Apr 2014,134.735
22 Jan 2014,97.377,,28 Apr 2014,163.752,,22 Apr 2014,134.514
23 Jan 2014,97.376,,29 Apr 2014,163.773,,23 Apr 2014,134.355
24 Jan 2014,97.375,,30 Apr 2014,163.891,,24 Apr 2014,134.619
27 Jan 2014,97.374,,2 May 2014,163.805,,25 Apr 2014,134.475
28 Jan 2014,97.373,,5 May 2014,164.323,,28 Apr 2014,134.72
29 Jan 2014,97.372,,6 May 2014,164.247,,29 Apr 2014,134.925
30 Jan 2014,97.372,,7 May 2014,165.515,,30 Apr 2014,134.615
31 Jan 2014,97.371,,8 May 2014,165.224,,2 May 2014,134.88
3 Feb 2014,97.37,,9 May 2014,165.062,,5 May 2014,135.056
5 Feb 2014,97.369,,12 May 2014,164.275,,6 May 2014,135.155
6 Feb 2014,97.368,,13 May 2014,164.512,,7 May 2014,135.702
7 Feb 2014,97.367,,14 May 2014,164.009,,8 May 2014,135.616
10 Feb 2014,97.366,,15 May 2014,163.455,,9 May 2014,135.053
11 Feb 2014,97.366,,16 May 2014,163.564,,12 May 2014,134.344
12 Feb 2014,97.365,,19 May 2014,163.897,,13 May 2014,134.084
13 Feb 2014,97.364,,20 May 2014,163.969,,14 May 2014,133.589
14 Feb 2014,97.364,,21 May 2014,164.094,,15 May 2014,133.62
17 Feb 2014,97.363,,22 May 2014,164.401,,16 May 2014,133.592
18 Feb 2014,97.362,,23 May 2014,164.35,,19 May 2014,133.623
19 Feb 2014,97.363,,26 May 2014,164.089,,20 May 2014,133.645
20 Feb 2014,97.362,,27 May 2014,164.035,,21 May 2014,133.41
21 Feb 2014,97.362,,28 May 2014,163.858,,22 May 2014,133.122
24 Feb 2014,97.361,,29 May 2014,163.24,,23 May 2014,133.062
25 Feb 2014,97.361,,2 Jun 2014,162.919,,26 May 2014,132.82
26 Feb 2014,97.361,,3 Jun 2014,163.121,,27 May 2014,132.892
27 Feb 2014,97.36,,4 Jun 2014,163.151,,28 May 2014,132.871
28 Feb 2014,97.359,,5 Jun 2014,162.996,,29 May 2014,132.7
3 Mar 2014,97.358,,6 Jun 2014,163.326,,2 Jun 2014,132.651
5 Mar 2014,97.357,,9 Jun 2014,163.821,,3 Jun 2014,132.614
6 Mar 2014,97.356,,10 Jun 2014,163.716,,4 Jun 2014,132.796
7 Mar 2014,97.356,,11 Jun 2014,163.316,,5 Jun 2014,132.632
10 Mar 2014,97.355,,12 Jun 2014,163.503,,6 Jun 2014,131.939
11 Mar 2014,97.355,,13 Jun 2014,163.909,,9 Jun 2014,133.067
12 Mar 2014,97.356,,16 Jun 2014,165.198,,10 Jun 2014,132.562
13 Mar 2014,97.356,,17 Jun 2014,165.526,,11 Jun 2014,131.988
14 Mar 2014,97.357,,18 Jun 2014,165.294,,12 Jun 2014,131.94
17 Mar 2014,97.358,,19 Jun 2014,165.148,,13 Jun 2014,131.772
18 Mar 2014,97.359,,20 Jun 2014,165.902,,16 Jun 2014,131.921
19 Mar 2014,97.36,,23 Jun 2014,165.843,,17 Jun 2014,132.21
20 Mar 2014,97.361,,24 Jun 2014,165.7,,18 Jun 2014,131.919
21 Mar 2014,97.362,,25 Jun 2014,165.518,,19 Jun 2014,132.26
24 Mar 2014,97.363,,26 Jun 2014,165.305,,20 Jun 2014,132.695
25 Mar 2014,97.364,,27 Jun 2014,165.657,,23 Jun 2014,132.197
26 Mar 2014,97.365,,30 Jun 2014,165.627,,24 Jun 2014,132.365
27 Mar 2014,97.366,,1 Jul 2014,166.028,,25 Jun 2014,132.65
28 Mar 2014,97.367,,2 Jul 2014,166.93,,26 Jun 2014,132.573
31 Mar 2014,97.368,,3 Jul 2014,167.038,,27 Jun 2014,132.416
1 Apr 2014,97.369,,4 Jul 2014,166.957,,30 Jun 2014,132.659
2 Apr 2014,97.37,,7 Jul 2014,166.792,,1 Jul 2014,132.982
3 Apr 2014,97.371,,8 Jul 2014,166.55,,2 Jul 2014,133.242
7 Apr 2014,97.371,,9 Jul 2014,166.421,,3 Jul 2014,132.883
8 Apr 2014,97.373,,10 Jul 2014,166.307,,4 Jul 2014,132.491
9 Apr 2014,97.373,,11 Jul 2014,166.416,,7 Jul 2014,132.161
10 Apr 2014,97.374,,13 Jul 2014,212.2918,,8 Jul 2014,132.26
11 Apr 2014,97.375,,14 Jul 2014,165.745,,9 Jul 2014,132.283
14 Apr 2014,97.376,,15 Jul 2014,165.39,,10 Jul 2014,132.305
15 Apr 2014,97.377,,16 Jul 2014,165.576,,11 Jul 2014,132.141
16 Apr 2014,97.377,,17 Jul 2014,165.973,,13 Jul 2014,184.491
17 Apr 2014,97.378,,18 Jul 2014,165.596,,14 Jul 2014,131.736
21 Apr 2014,97.38,,21 Jul 2014,165.181,,15 Jul 2014,131.893
22 Apr 2014,97.382,,22 Jul 2014,165.318,,16 Jul 2014,131.325
23 Apr 2014,97.387,,23 Jul 2014,165.123,,17 Jul 2014,131.036
24 Apr 2014,97.388,,24 Jul 2014,164.999,,18 Jul 2014,130.997
25 Apr 2014,97.389,,25 Jul 2014,164.416,,21 Jul 2014,130.805
28 Apr 2014,97.39,,28 Jul 2014,164.524,,22 Jul 2014,130.971
29 Apr 2014,97.391,,29 Jul 2014,164.576,,23 Jul 2014,130.437
30 Apr 2014,97.392,,30 Jul 2014,164.299,,24 Jul 2014,130.448
2 May 2014,97.393,,31 Jul 2014,164.108,,25 Jul 2014,130.369
5 May 2014,97.394,,1 Aug 2014,165.061,,28 Jul 2014,130.119
6 May 2014,97.395,,4 Aug 2014,164.657,,29 Jul 2014,130.131
7 May 2014,97.396,,5 Aug 2014,164.69,,30 Jul 2014,130.12
8 May 2014,97.397,,6 Aug 2014,164.847,,31 Jul 2014,129.948
9 May 2014,97.399,,7 Aug 2014,164.607,,1 Aug 2014,131.004
12 May 2014,97.4,,8 Aug 2014,164.713,,4 Aug 2014,131.254
13 May 2014,97.402,,11 Aug 2014,164.377,,5 Aug 2014,131.248
14 May 2014,97.404,,13 Aug 2014,164.286,,6 Aug 2014,0.95
15 May 2014,97.405,,14 Aug 2014,163.538,,7 Aug 2014,130.489
16 May 2014,97.406,,15 Aug 2014,162.819,,8 Aug 2014,130.538
19 May 2014,97.407,,18 Aug 2014,162.951,,11 Aug 2014,130.954
20 May 2014,97.409,,19 Aug 2014,163.289,,13 Aug 2014,130.578
21 May 2014,97.408,,20 Aug 2014,162.214,,14 Aug 2014,131.002
22 May 2014,97.411,,21 Aug 2014,162.478,,15 Aug 2014,130.769
23 May 2014,97.41,,22 Aug 2014,161.736,,18 Aug 2014,130.763
26 May 2014,97.411,,25 Aug 2014,161.62,,19 Aug 2014,130.719
27 May 2014,97.414,,26 Aug 2014,161.356,,20 Aug 2014,129.998
28 May 2014,97.413,,27 Aug 2014,161.356,,21 Aug 2014,129.713
29 May 2014,97.416,,29 Aug 2014,161.674,,22 Aug 2014,129.347
2 Jun 2014,97.416,,1 Sep 2014,161.899,,25 Aug 2014,129.191
3 Jun 2014,97.417,,2 Sep 2014,162.048,,26 Aug 2014,128.388
4 Jun 2014,97.415,,3 Sep 2014,162.048,,27 Aug 2014,128.388
5 Jun 2014,97.416,,4 Sep 2014,160.511,,29 Aug 2014,128.391
6 Jun 2014,97.415,,5 Sep 2014,160.189,,1 Sep 2014,128.548
9 Jun 2014,97.414,,8 Sep 2014,159.332,,2 Sep 2014,128.061
10 Jun 2014,97.415,,9 Sep 2014,157.628,,3 Sep 2014,128.061
11 Jun 2014,97.415,,10 Sep 2014,157.483,,4 Sep 2014,128.159
12 Jun 2014,97.415,,11 Sep 2014,157.575,,5 Sep 2014,126.833
13 Jun 2014,97.414,,15 Sep 2014,158.685,,8 Sep 2014,126.559
16 Jun 2014,97.416,,16 Sep 2014,158.694,,9 Sep 2014,126.227
17 Jun 2014,97.414,,17 Sep 2014,158.322,,10 Sep 2014,125.908
18 Jun 2014,97.415,,19 Sep 2014,160.788,,11 Sep 2014,126.359
19 Jun 2014,97.415,,22 Sep 2014,160.275,,15 Sep 2014,126.452
20 Jun 2014,97.412,,23 Sep 2014,160.281,,16 Sep 2014,126.476
23 Jun 2014,97.411,,25 Sep 2014,160.307,,17 Sep 2014,126.585
24 Jun 2014,97.414,,26 Sep 2014,160.371,,19 Sep 2014,126.577
25 Jun 2014,97.415,,29 Sep 2014,159.759,,22 Sep 2014,126.016
26 Jun 2014,97.416,,30 Sep 2014,159.451,,23 Sep 2014,125.828
27 Jun 2014,97.336,,1 Oct 2014,159.092,,25 Sep 2014,125.464
30 Jun 2014,97.336,,2 Oct 2014,159.316,,26 Sep 2014,125.262
1 Jul 2014,97.337,,3 Oct 2014,158.702,,29 Sep 2014,124.73
2 Jul 2014,97.335,,6 Oct 2014,156.969,,30 Sep 2014,124.611
3 Jul 2014,97.336,,7 Oct 2014,158.121,,1 Oct 2014,123.679
4 Jul 2014,97.334,,8 Oct 2014,158.121,,2 Oct 2014,123.846
7 Jul 2014,97.249,,9 Oct 2014,158.201,,3 Oct 2014,124.435
8 Jul 2014,97.251,,10 Oct 2014,159.011,,6 Oct 2014,122.949
9 Jul 2014,97.174,,13 Oct 2014,158.036,,7 Oct 2014,124.011
10 Jul 2014,97.176,,14 Oct 2014,158.725,,8 Oct 2014,124.011
11 Jul 2014,97.177,,15 Oct 2014,157.147,,9 Oct 2014,124.54
13 Jul 2014,165.092,,16 Oct 2014,157.854,,10 Oct 2014,124.976
14 Jul 2014,96.836,,17 Oct 2014,157.864,,13 Oct 2014,124.5
15 Jul 2014,96.838,,20 Oct 2014,159.047,,14 Oct 2014,125.102
16 Jul 2014,96.591,,21 Oct 2014,159.373,,15 Oct 2014,124.881
17 Jul 2014,96.834,,22 Oct 2014,159.683,,16 Oct 2014,126.222
18 Jul 2014,96.834,,23 Oct 2014,158.349,,17 Oct 2014,125.808
21 Jul 2014,96.835,,24 Oct 2014,158.3,,20 Oct 2014,126.557
22 Jul 2014,96.836,,27 Oct 2014,159.137,,21 Oct 2014,125.994
23 Jul 2014,96.835,,28 Oct 2014,159.574,,22 Oct 2014,126.058
24 Jul 2014,96.836,,29 Oct 2014,160.174,,23 Oct 2014,125.099
25 Jul 2014,96.835,,30 Oct 2014,160.069,,24 Oct 2014,124.878
28 Jul 2014,96.836,,31 Oct 2014,159.088,,27 Oct 2014,125.437
29 Jul 2014,96.838,,3 Nov 2014,158.74,,28 Oct 2014,125.562
30 Jul 2014,96.96,,4 Nov 2014,159.046,,29 Oct 2014,126.251
31 Jul 2014,96.962,,5 Nov 2014,159.414,,30 Oct 2014,126.528
1 Aug 2014,97.779,,6 Nov 2014,158.437,,31 Oct 2014,125.25
4 Aug 2014,97.783,,7 Nov 2014,158.752,,3 Nov 2014,124.474
5 Aug 2014,97.786,,10 Nov 2014,157.934,,4 Nov 2014,124.299
6 Aug 2014,97.786,,12 Nov 2014,158.505,,5 Nov 2014,124.701
7 Aug 2014,97.789,,13 Nov 2014,159.8,,6 Nov 2014,124.484
8 Aug 2014,97.782,,14 Nov 2014,158.922,,7 Nov 2014,123.878
11 Aug 2014,97.785,,17 Nov 2014,158.023,,10 Nov 2014,123.786
13 Aug 2014,97.789,,18 Nov 2014,157.811,,12 Nov 2014,124.412
14 Aug 2014,97.792,,19 Nov 2014,157.961,,13 Nov 2014,125.716
15 Aug 2014,97.596,,20 Nov 2014,158.119,,14 Nov 2014,125.687
18 Aug 2014,97.599,,21 Nov 2014,158.391,,17 Nov 2014,125.678
19 Aug 2014,97.603,,24 Nov 2014,157.951,,18 Nov 2014,126.031
20 Aug 2014,97.596,,25 Nov 2014,158.314,,19 Nov 2014,126.248
21 Aug 2014,97.602,,26 Nov 2014,158.103,,20 Nov 2014,126.411
22 Aug 2014,97.466,,27 Nov 2014,159.385,,21 Nov 2014,126.471
25 Aug 2014,97.473,,28 Nov 2014,158.998,,24 Nov 2014,125.314
26 Aug 2014,97.478,,1 Dec 2014,159.174,,25 Nov 2014,125.412
27 Aug 2014,97.478,,2 Dec 2014,159.644,,26 Nov 2014,125.28
29 Aug 2014,97.488,,3 Dec 2014,158.782,,27 Nov 2014,126.168
1 Sep 2014,97.488,,4 Dec 2014,159.473,,28 Nov 2014,126.022
2 Sep 2014,97.496,,5 Dec 2014,159.499,,1 Dec 2014,126.57
3 Sep 2014,97.496,,8 Dec 2014,159.194,,2 Dec 2014,126.634
4 Sep 2014,97.504,,9 Dec 2014,159.004,,3 Dec 2014,125.782
5 Sep 2014,97.504,,10 Dec 2014,159.434,,4 Dec 2014,125.431
8 Sep 2014,97.511,,11 Dec 2014,159.854,,5 Dec 2014,125.322
9 Sep 2014,97.518,,12 Dec 2014,159.902,,8 Dec 2014,125.088
10 Sep 2014,97.694,,15 Dec 2014,160.532,,9 Dec 2014,124.856
11 Sep 2014,97.703,,16 Dec 2014,159.337,,10 Dec 2014,126.036
15 Sep 2014,97.737,,17 Dec 2014,,,11 Dec 2014,126.274
16 Sep 2014,97.748,,18 Dec 2014,160.489,,12 Dec 2014,126.421
17 Sep 2014,97.772,,19 Dec 2014,159.764,,15 Dec 2014,127.17
19 Sep 2014,98,,22 Dec 2014,159.804,,16 Dec 2014,126.782
22 Sep 2014,98.022,,23 Dec 2014,159.657,,17 Dec 2014,127.584
23 Sep 2014,98.043,,24 Dec 2014,158.855,,18 Dec 2014,127.362
25 Sep 2014,98.065,,25 Dec 2014,159.366,,19 Dec 2014,125.37
26 Sep 2014,98.152,,30 Dec 2014,159.428,,22 Dec 2014,125.248
29 Sep 2014,98.174,,31 Dec 2014,159.894,,23 Dec 2014,125.311
30 Sep 2014,98.196,,1 Jan 2015,160.357,,24 Dec 2014,124.793
1 Oct 2014,98.205,,6 Jan 2015,160.359,,25 Dec 2014,125.063
2 Oct 2014,98.228,,7 Jan 2015,160.577,,30 Dec 2014,125.036
3 Oct 2014,98.243,,8 Jan 2015,160.581,,31 Dec 2014,125.111
6 Oct 2014,98.265,,9 Jan 2015,160.581,,1 Jan 2015,125.186
7 Oct 2014,98.297,,12 Jan 2015,160.101,,6 Jan 2015,125.187
8 Oct 2014,98.297,,13 Jan 2015,160.384,,7 Jan 2015,125.357
9 Oct 2014,98.396,,14 Jan 2015,160.142,,8 Jan 2015,125.36
10 Oct 2014,98.422,,15 Jan 2015,160.157,,9 Jan 2015,125.36
13 Oct 2014,98.52,,16 Jan 2015,160.157,,12 Jan 2015,124.986
14 Oct 2014,98.544,,19 Jan 2015,160.317,,13 Jan 2015,125.206
15 Oct 2014,98.642,,20 Jan 2015,160.477,,14 Jan 2015,125.018
16 Oct 2014,98.665,,21 Jan 2015,160.637,,15 Jan 2015,125.029
17 Oct 2014,98.665,,22 Jan 2015,160.986,,16 Jan 2015,125.029
20 Oct 2014,98.695,,23 Jan 2015,160.988,,19 Jan 2015,125.155
21 Oct 2014,98.726,,26 Jan 2015,157.516,,20 Jan 2015,125.279
22 Oct 2014,98.722,,27 Jan 2015,155.943,,21 Jan 2015,125.405
23 Oct 2014,98.752,,28 Jan 2015,156.567,,22 Jan 2015,125.677
24 Oct 2014,98.851,,29 Jan 2015,157.311,,23 Jan 2015,125.678
27 Oct 2014,98.886,,30 Jan 2015,156.784,,26 Jan 2015,120.528
28 Oct 2014,98.985,,2 Feb 2015,156.784,,27 Jan 2015,116.665
29 Oct 2014,99.044,,3 Feb 2015,156.068,,28 Jan 2015,117.039
30 Oct 2014,99.292,,5 Feb 2015,156.712,,29 Jan 2015,117.209
31 Oct 2014,99.436,,6 Feb 2015,158.83,,30 Jan 2015,117.272
3 Nov 2014,99.436,,9 Feb 2015,159.448,,2 Feb 2015,117.272
4 Nov 2014,99.559,,10 Feb 2015,158.165,,3 Feb 2015,117.596
5 Nov 2014,99.609,,11 Feb 2015,158.296,,5 Feb 2015,117.991
6 Nov 2014,99.715,,12 Feb 2015,159.12,,6 Feb 2015,118.631
7 Nov 2014,99.725,,13 Feb 2015,160.281,,9 Feb 2015,119.194
10 Nov 2014,99.731,,16 Feb 2015,160.97,,10 Feb 2015,117.283
12 Nov 2014,99.745,,18 Feb 2015,161.174,,11 Feb 2015,117.326
13 Nov 2014,100.75,,19 Feb 2015,162.142,,12 Feb 2015,117.628
14 Nov 2014,100.775,,20 Feb 2015,162.774,,13 Feb 2015,118.257
17 Nov 2014,100.825,,23 Feb 2015,161.946,,16 Feb 2015,119.144
18 Nov 2014,100.825,,24 Feb 2015,162.481,,18 Feb 2015,119.56
19 Nov 2014,100.837,,25 Feb 2015,163.144,,19 Feb 2015,119.51
20 Nov 2014,100.822,,26 Feb 2015,163.739,,20 Feb 2015,120.159
21 Nov 2014,100.822,,27 Feb 2015,163.548,,23 Feb 2015,119.422
24 Nov 2014,100.824,,2 Mar 2015,163.228,,24 Feb 2015,119.355
25 Nov 2014,100.895,,3 Mar 2015,162.656,,25 Feb 2015,119.784
26 Nov 2014,100.902,,4 Mar 2015,162.645,,26 Feb 2015,119.929
27 Nov 2014,100.902,,5 Mar 2015,161.971,,27 Feb 2015,118.934
28 Nov 2014,100.906,,6 Mar 2015,161.546,,2 Mar 2015,118.781
1 Dec 2014,101.41,,10 Mar 2015,161.53,,3 Mar 2015,118.579
2 Dec 2014,101.413,,11 Mar 2015,160.254,,4 Mar 2015,118.219
3 Dec 2014,101.413,,12 Mar 2015,158.911,,5 Mar 2015,117.507
4 Dec 2014,101.679,,13 Mar 2015,158.834,,6 Mar 2015,117.041
5 Dec 2014,101.78,,16 Mar 2015,157.502,,10 Mar 2015,116.681
8 Dec 2014,101.78,,17 Mar 2015,157.545,,11 Mar 2015,114.362
9 Dec 2014,101.782,,18 Mar 2015,157.336,,12 Mar 2015,112.486
10 Dec 2014,101.79,,19 Mar 2015,156.432,,13 Mar 2015,112.651
11 Dec 2014,101.883,,20 Mar 2015,157.605,,16 Mar 2015,112.72
12 Dec 2014,101.985,,23 Mar 2015,159.029,,17 Mar 2015,112.412
15 Dec 2014,102.087,,24 Mar 2015,159.262,,18 Mar 2015,113.169
16 Dec 2014,102.087,,25 Mar 2015,159.268,,19 Mar 2015,113.074
17 Dec 2014,102.108,,26 Mar 2015,159.465,,20 Mar 2015,113.597
18 Dec 2014,102.118,,27 Mar 2015,159.975,,23 Mar 2015,115.148
19 Dec 2014,102.118,,30 Mar 2015,160.073,,24 Mar 2015,116.48
22 Dec 2014,102.118,,31 Mar 2015,159.065,,25 Mar 2015,116.82
23 Dec 2014,102.22,,1 Apr 2015,159.324,,26 Mar 2015,117.721
24 Dec 2014,102.256,,2 Apr 2015,159.216,,27 Mar 2015,117.988
25 Dec 2014,102.46,,6 Apr 2015,160.338,,30 Mar 2015,116.507
30 Dec 2014,102.665,,7 Apr 2015,161.717,,31 Mar 2015,116.309
31 Dec 2014,102.786,,8 Apr 2015,161.19,,1 Apr 2015,115.742
1 Jan 2015,102.991,,9 Apr 2015,161.881,,2 Apr 2015,115.903
6 Jan 2015,102.992,,10 Apr 2015,160.968,,6 Apr 2015,117.503
7 Jan 2015,103.132,,13 Apr 2015,158.67,,7 Apr 2015,119.052
8 Jan 2015,103.135,,14 Apr 2015,158.992,,8 Apr 2015,117.61
9 Jan 2015,103.135,,15 Apr 2015,159.234,,9 Apr 2015,117.508
12 Jan 2015,102.827,,16 Apr 2015,160.257,,10 Apr 2015,116.796
13 Jan 2015,103.008,,17 Apr 2015,162.067,,13 Apr 2015,114.903
14 Jan 2015,102.853,,20 Apr 2015,162.987,,14 Apr 2015,114.854
15 Jan 2015,102.862,,21 Apr 2015,161.986,,15 Apr 2015,114.795
16 Jan 2015,102.862,,22 Apr 2015,161.805,,16 Apr 2015,115.105
19 Jan 2015,102.966,,23 Apr 2015,163.736,,17 Apr 2015,116.546
20 Jan 2015,103.068,,24 Apr 2015,163.344,,20 Apr 2015,117.105
21 Jan 2015,103.171,,27 Apr 2015,164.895,,21 Apr 2015,116.906
22 Jan 2015,103.395,,28 Apr 2015,165.833,,22 Apr 2015,116.185
23 Jan 2015,103.396,,29 Apr 2015,166.105,,23 Apr 2015,116.864
26 Jan 2015,103.609,,30 Apr 2015,167.887,,24 Apr 2015,117.075
27 Jan 2015,103.61,,4 May 2015,167.193,,27 Apr 2015,118.049
28 Jan 2015,103.611,,5 May 2015,164.534,,28 Apr 2015,118.708
29 Jan 2015,103.651,,6 May 2015,164.6,,29 Apr 2015,118.909
30 Jan 2015,103.652,,7 May 2015,165.847,,30 Apr 2015,120.701
2 Feb 2015,103.652,,8 May 2015,165.794,,4 May 2015,121.468
3 Feb 2015,103.948,,11 May 2015,168.23,,5 May 2015,121.485
5 Feb 2015,103.948,,12 May 2015,169.515,,6 May 2015,121.012
6 Feb 2015,103.953,,13 May 2015,170.629,,7 May 2015,122.847
9 Feb 2015,103.963,,14 May 2015,171.119,,8 May 2015,122.984
10 Feb 2015,103.974,,15 May 2015,172.22,,11 May 2015,122.239
11 Feb 2015,103.985,,18 May 2015,172.306,,12 May 2015,121.551
12 Feb 2015,104.068,,19 May 2015,171.124,,13 May 2015,122.56
13 Feb 2015,104.329,,20 May 2015,169.53,,14 May 2015,123.627
16 Feb 2015,104.485,,21 May 2015,170.081,,15 May 2015,124.304
18 Feb 2015,104.767,,22 May 2015,171.208,,18 May 2015,124.651
19 Feb 2015,105.082,,25 May 2015,169.923,,19 May 2015,123.935
20 Feb 2015,105.403,,26 May 2015,169.534,,20 May 2015,121.88
23 Feb 2015,105.413,,27 May 2015,168.53901,,21 May 2015,121.399
24 Feb 2015,105.418,,28 May 2015,168.35781,,22 May 2015,121.507
25 Feb 2015,105.704,,29 May 2015,167.69158,,25 May 2015,120.841
26 Feb 2015,105.72,,1 Jun 2015,167.84976,,26 May 2015,120.402
27 Feb 2015,105.747,,2 Jun 2015,167.33655,,27 May 2015,119.44849
2 Mar 2015,105.8,,3 Jun 2015,168.98005,,28 May 2015,118.95632
3 Mar 2015,105.827,,4 Jun 2015,168.57043,,29 May 2015,119.7358
4 Mar 2015,105.827,,5 Jun 2015,178.56801,,1 Jun 2015,120.62658
5 Mar 2015,106.092,,8 Jun 2015,177.40761,,2 Jun 2015,120.12103
6 Mar 2015,106.092,,9 Jun 2015,177.62279,,3 Jun 2015,119.75007
10 Mar 2015,106.354,,10 Jun 2015,179.32507,,4 Jun 2015,123.73635
11 Mar 2015,106.354,,11 Jun 2015,181.53694,,5 Jun 2015,130.946
12 Mar 2015,106.359,,12 Jun 2015,182.24262,,8 Jun 2015,129.3018
13 Mar 2015,106.365,,15 Jun 2015,182.63117,,9 Jun 2015,130.47772
16 Mar 2015,106.37,,16 Jun 2015,182.8431,,10 Jun 2015,131.63534
17 Mar 2015,106.37,,17 Jun 2015,185.08565,,11 Jun 2015,132.17368
18 Mar 2015,106.632,,18 Jun 2015,186.22311,,12 Jun 2015,132.19007
19 Mar 2015,106.634,,19 Jun 2015,189.74343,,15 Jun 2015,132.26071
20 Mar 2015,106.634,,22 Jun 2015,189.46918,,16 Jun 2015,132.37845
23 Mar 2015,106.896,,23 Jun 2015,188.78953,,17 Jun 2015,133.37873
24 Mar 2015,106.902,,24 Jun 2015,188.89711,,18 Jun 2015,133.36688
25 Mar 2015,107.164,,25 Jun 2015,188.59714,,19 Jun 2015,136.09825
26 Mar 2015,107.175,,26 Jun 2015,190.20435,,22 Jun 2015,135.1682
27 Mar 2015,107.438,,29 Jun 2015,190.2768,,23 Jun 2015,135.47822
30 Mar 2015,107.439,,30 Jun 2015,189.99906,,24 Jun 2015,134.11059
31 Mar 2015,107.455,,1 Jul 2015,191.55065,,25 Jun 2015,134.09859
1 Apr 2015,107.717,,2 Jul 2015,190.11635,,26 Jun 2015,135.07878
2 Apr 2015,107.717,,3 Jul 2015,191.02583,,29 Jun 2015,135.13916
6 Apr 2015,107.979,,6 Jul 2015,190.98912,,30 Jun 2015,134.68028
7 Apr 2015,107.984,,7 Jul 2015,190.25502,,1 Jul 2015,136.19677
8 Apr 2015,108.247,,8 Jul 2015,189.99821,,2 Jul 2015,134.58016
9 Apr 2015,108.252,,9 Jul 2015,189.25934,,3 Jul 2015,135.69893
10 Apr 2015,108.506,,10 Jul 2015,190.33815,,6 Jul 2015,135.80905
13 Apr 2015,108.522,,13 Jul 2015,192.09767,,7 Jul 2015,134.9526
14 Apr 2015,108.527,,14 Jul 2015,192.53136,,8 Jul 2015,134.59592
15 Apr 2015,108.573,,15 Jul 2015,194.5715,,9 Jul 2015,135.90124
16 Apr 2015,108.59,,16 Jul 2015,195.15835,,10 Jul 2015,136.48686
17 Apr 2015,108.617,,17 Jul 2015,194.6125,,13 Jul 2015,138.34552
20 Apr 2015,108.622,,20 Jul 2015,194.575,,14 Jul 2015,136.5736
21 Apr 2015,108.628,,21 Jul 2015,194.6625,,15 Jul 2015,137.65968
22 Apr 2015,108.645,,22 Jul 2015,194.56647,,16 Jul 2015,137.47239
23 Apr 2015,108.65,,23 Jul 2015,195.57978,,17 Jul 2015,136.0125
24 Apr 2015,108.664,,24 Jul 2015,195.37952,,20 Jul 2015,136.0125
27 Apr 2015,108.691,,27 Jul 2015,193.97796,,21 Jul 2015,135.7
28 Apr 2015,108.707,,28 Jul 2015,194.02802,,22 Jul 2015,135.85751
29 Apr 2015,108.722,,29 Jul 2015,195.04472,,23 Jul 2015,136.45799
30 Apr 2015,108.749,,30 Jul 2015,195.72052,,24 Jul 2015,137.62787
4 May 2015,108.764,,31 Jul 2015,195.58442,,27 Jul 2015,137.13983
5 May 2015,108.819,,3 Aug 2015,195.647,,28 Jul 2015,137.21491
6 May 2015,108.834,,4 Aug 2015,195.00873,,29 Jul 2015,138.01432
7 May 2015,108.888,,5 Aug 2015,195.08538,,30 Jul 2015,138.37725
8 May 2015,108.903,,6 Aug 2015,195.81125,,31 Jul 2015,137.22698
11 May 2015,108.957,,7 Aug 2015,194.01063,,3 Aug 2015,137.20194
12 May 2015,108.985,,10 Aug 2015,194.17333,,4 Aug 2015,137.11434
13 May 2015,109,,12 Aug 2015,195.21365,,5 Aug 2015,137.32819
14 May 2015,109.028,,13 Aug 2015,195.40138,,6 Aug 2015,136.47717
15 May 2015,109.048,,14 Aug 2015,195.56564,,7 Aug 2015,136.59089
18 May 2015,109.075,,17 Aug 2015,195.15263,,10 Aug 2015,136.61592
19 May 2015,109.184,,18 Aug 2015,195.57816,,12 Aug 2015,138.49431
20 May 2015,109.212,,19 Aug 2015,195.15419,,13 Aug 2015,139.87099
21 May 2015,109.349,,21 Aug 2015,196.03028,,14 Aug 2015,139.1337
22 May 2015,109.377,,24 Aug 2015,196.40574,,17 Aug 2015,138.85836
25 May 2015,109.487,,25 Aug 2015,196.81875,,18 Aug 2015,138.93346
