Date,USD,,Date,GBP,,Date,EUR
6 Jan 2004,79.01866,,6 Jan 2004,140.84286,,6 Jan 2004,99.68994
7 Jan 2004,78.87716,,7 Jan 2004,143.36713,,7 Jan 2004,100.33175
8 Jan 2004,78.84478,,8 Jan 2004,143.09539,,8 Jan 2004,99.77018
9 Jan 2004,78.90775,,9 Jan 2004,143.2728,,9 Jan 2004,99.38431
12 Jan 2004,78.92975,,12 Jan 2004,144.73348,,12 Jan 2004,100.50125
13 Jan 2004,78.76539,,13 Jan 2004,146.18856,,13 Jan 2004,101.46558
14 Jan 2004,79.00465,,14 Jan 2004,145.79518,,14 Jan 2004,100.96004
15 Jan 2004,79.46565,,15 Jan 2004,145.87509,,15 Jan 2004,100.57967
16 Jan 2004,79.69597,,16 Jan 2004,145.78784,,16 Jan 2004,100.88713
19 Jan 2004,79.87251,,19 Jan 2004,144.80886,,19 Jan 2004,99.81668
20 Jan 2004,79.94416,,20 Jan 2004,142.90019,,20 Jan 2004,98.779
21 Jan 2004,80.0311,,21 Jan 2004,144.13601,,21 Jan 2004,99.91883
22 Jan 2004,79.97657,,22 Jan 2004,146.68503,,22 Jan 2004,101.18636
23 Jan 2004,80.01058,,23 Jan 2004,146.76341,,23 Jan 2004,101.3414
26 Jan 2004,80.02076,,26 Jan 2004,148.07842,,26 Jan 2004,102.1385
27 Jan 2004,80.09064,,27 Jan 2004,146.03727,,27 Jan 2004,100.76203
28 Jan 2004,80.10916,,28 Jan 2004,144.47687,,28 Jan 2004,99.82402
29 Jan 2004,80.17347,,29 Jan 2004,146.73348,,29 Jan 2004,101.05866
30 Jan 2004,80.17503,,30 Jan 2004,145.95864,,30 Jan 2004,100.29095
2 Feb 2004,80.1535,,2 Feb 2004,145.04577,,2 Feb 2004,99.14988
3 Feb 2004,80.12158,,3 Feb 2004,145.96549,,3 Feb 2004,99.83149
5 Feb 2004,79.97567,,5 Feb 2004,146.68338,,5 Feb 2004,100.32148
6 Feb 2004,79.98737,,6 Feb 2004,146.70484,,6 Feb 2004,100.65611
9 Feb 2004,79.89008,,9 Feb 2004,146.75808,,9 Feb 2004,100.23009
10 Feb 2004,79.8788,,10 Feb 2004,148.47073,,10 Feb 2004,101.81352
11 Feb 2004,80.26516,,11 Feb 2004,149.96742,,11 Feb 2004,102.53874
12 Feb 2004,79.92951,,12 Feb 2004,149.34829,,12 Feb 2004,101.3746
13 Feb 2004,79.83896,,13 Feb 2004,150.99144,,13 Feb 2004,102.27371
16 Feb 2004,79.74347,,16 Feb 2004,150.89857,,16 Feb 2004,102.18328
17 Feb 2004,79.73608,,17 Feb 2004,150.42211,,17 Feb 2004,101.75121
18 Feb 2004,79.73081,,18 Feb 2004,151.28124,,18 Feb 2004,102.32652
19 Feb 2004,79.8078,,19 Feb 2004,152.36905,,19 Feb 2004,102.85629
20 Feb 2004,79.77898,,20 Feb 2004,150.63069,,20 Feb 2004,101.32728
23 Feb 2004,79.82009,,23 Feb 2004,150.43692,,23 Feb 2004,101.00434
25 Feb 2004,79.81087,,25 Feb 2004,148.24071,,25 Feb 2004,100.23447
26 Feb 2004,79.78859,,26 Feb 2004,150.57703,,26 Feb 2004,101.05225
27 Feb 2004,79.8149,,27 Feb 2004,149.41349,,27 Feb 2004,99.68881
28 Feb 2004,79.83841,,1 Mar 2004,148.60323,,1 Mar 2004,99.27108
1 Mar 2004,79.83841,,2 Mar 2004,149.12923,,2 Mar 2004,99.63768
2 Mar 2004,79.82509,,3 Mar 2004,148.7612,,3 Mar 2004,99.10496
3 Mar 2004,79.82036,,4 Mar 2004,146.4957,,4 Mar 2004,97.15029
4 Mar 2004,79.82112,,5 Mar 2004,146.16531,,5 Mar 2004,97.33711
5 Mar 2004,79.82377,,9 Mar 2004,145.24257,,9 Mar 2004,97.42454
9 Mar 2004,79.84309,,10 Mar 2004,148.03322,,10 Mar 2004,99.38425
10 Mar 2004,79.93586,,11 Mar 2004,145.47428,,11 Mar 2004,98.22691
11 Mar 2004,79.91775,,12 Mar 2004,143.50557,,12 Mar 2004,97.33025
12 Mar 2004,79.92958,,15 Mar 2004,143.80374,,15 Mar 2004,98.13309
15 Mar 2004,79.99763,,16 Mar 2004,144.9035,,16 Mar 2004,98.37793
16 Mar 2004,79.98206,,17 Mar 2004,145.5493,,17 Mar 2004,99.09603
17 Mar 2004,80.38289,,18 Mar 2004,146.18893,,18 Mar 2004,98.45163
18 Mar 2004,80.67822,,19 Mar 2004,145.91661,,19 Mar 2004,98.22894
19 Mar 2004,79.93241,,22 Mar 2004,146.64234,,22 Mar 2004,98.87989
22 Mar 2004,80.07117,,23 Mar 2004,146.77829,,23 Mar 2004,98.33225
23 Mar 2004,80.00997,,24 Mar 2004,147.75686,,24 Mar 2004,98.72601
24 Mar 2004,80.0373,,25 Mar 2004,148.14527,,25 Mar 2004,98.7528
25 Mar 2004,80.31295,,26 Mar 2004,146.48455,,26 Mar 2004,97.68857
26 Mar 2004,80.52141,,29 Mar 2004,146.58994,,29 Mar 2004,98.03821
29 Mar 2004,80.58377,,30 Mar 2004,146.74943,,30 Mar 2004,97.91101
30 Mar 2004,80.75135,,31 Mar 2004,147.23798,,31 Mar 2004,98.5383
31 Mar 2004,80.77572,,1 Apr 2004,148.664,,1 Apr 2004,99.13635
1 Apr 2004,81.04672,,2 Apr 2004,149.42481,,2 Apr 2004,99.60576
2 Apr 2004,80.83571,,6 Apr 2004,149.97636,,6 Apr 2004,99.77371
6 Apr 2004,80.97201,,7 Apr 2004,148.53181,,7 Apr 2004,97.96589
7 Apr 2004,80.97024,,8 Apr 2004,148.83598,,8 Apr 2004,97.98943
8 Apr 2004,81.04328,,12 Apr 2004,149.31367,,12 Apr 2004,98.6935
12 Apr 2004,81.10906,,13 Apr 2004,148.83341,,13 Apr 2004,98.0645
13 Apr 2004,81.15235,,14 Apr 2004,148.40679,,14 Apr 2004,97.40895
14 Apr 2004,81.18089,,15 Apr 2004,146.28352,,15 Apr 2004,96.56529
15 Apr 2004,81.10641,,16 Apr 2004,144.98521,,16 Apr 2004,96.81637
16 Apr 2004,81.1333,,19 Apr 2004,145.57048,,19 Apr 2004,97.24742
19 Apr 2004,81.2562,,20 Apr 2004,147.42993,,20 Apr 2004,98.11864
20 Apr 2004,81.27787,,21 Apr 2004,146.10081,,21 Apr 2004,97.1022
21 Apr 2004,81.36601,,22 Apr 2004,144.29805,,22 Apr 2004,96.40518
22 Apr 2004,81.5059,,23 Apr 2004,144.25363,,23 Apr 2004,96.62364
23 Apr 2004,81.65608,,26 Apr 2004,145.0496,,26 Apr 2004,97.07203
26 Apr 2004,81.52518,,27 Apr 2004,145.46015,,27 Apr 2004,96.59291
27 Apr 2004,81.54053,,28 Apr 2004,146.37624,,28 Apr 2004,97.11061
28 Apr 2004,81.64672,,29 Apr 2004,146.01841,,29 Apr 2004,97.4164
29 Apr 2004,81.68405,,30 Apr 2004,144.44473,,30 Apr 2004,96.6206
30 Apr 2004,81.70875,,3 May 2004,144.51066,,3 May 2004,97.69136
3 May 2004,81.70907,,4 May 2004,144.84132,,4 May 2004,97.71009
4 May 2004,81.6974,,5 May 2004,146.16308,,5 May 2004,98.35433
5 May 2004,81.69643,,6 May 2004,146.92794,,6 May 2004,99.38258
6 May 2004,81.74926,,7 May 2004,146.61866,,7 May 2004,99.44684
7 May 2004,81.78194,,10 May 2004,146.97873,,10 May 2004,98.77704
10 May 2004,81.85038,,11 May 2004,145.2251,,11 May 2004,96.74308
11 May 2004,81.84001,,12 May 2004,143.88888,,12 May 2004,96.79083
12 May 2004,81.85271,,13 May 2004,145.03149,,13 May 2004,97.25275
13 May 2004,81.89705,,14 May 2004,145.10462,,14 May 2004,97.35126
14 May 2004,81.98001,,17 May 2004,143.53813,,17 May 2004,96.66971
17 May 2004,81.92348,,18 May 2004,145.14474,,18 May 2004,98.65774
18 May 2004,82.01658,,19 May 2004,144.87295,,19 May 2004,98.4351
19 May 2004,82.11821,,20 May 2004,146.63485,,20 May 2004,98.6245
20 May 2004,82.13917,,21 May 2004,145.12626,,21 May 2004,98.03807
21 May 2004,82.16399,,24 May 2004,147.1912,,24 May 2004,98.96291
24 May 2004,82.17463,,26 May 2004,147.0625,,26 May 2004,98.29097
26 May 2004,82.18996,,27 May 2004,149.53773,,27 May 2004,99.75759
27 May 2004,82.21328,,28 May 2004,149.96524,,28 May 2004,99.93024
28 May 2004,82.21328,,31 May 2004,151.22396,,31 May 2004,100.91208
31 May 2004,82.37048,,2 Jun 2004,151.38787,,2 Jun 2004,100.79049
2 Jun 2004,82.5002,,3 Jun 2004,152.29325,,3 Jun 2004,101.34168
3 Jun 2004,82.56614,,4 Jun 2004,151.3534,,4 Jun 2004,100.883
4 Jun 2004,82.57592,,7 Jun 2004,152.17901,,7 Jun 2004,101.08308
7 Jun 2004,82.74646,,8 Jun 2004,152.32043,,8 Jun 2004,102.0354
8 Jun 2004,82.78734,,9 Jun 2004,152.71001,,9 Jun 2004,102.09097
9 Jun 2004,82.80556,,10 Jun 2004,152.14589,,10 Jun 2004,101.12413
10 Jun 2004,82.82753,,11 Jun 2004,151.41984,,11 Jun 2004,99.98517
11 Jun 2004,82.87895,,14 Jun 2004,151.54547,,14 Jun 2004,99.9242
14 Jun 2004,83.16621,,15 Jun 2004,150.62911,,15 Jun 2004,100.01167
15 Jun 2004,83.21131,,16 Jun 2004,151.15672,,16 Jun 2004,100.26577
16 Jun 2004,83.30489,,17 Jun 2004,152.50877,,17 Jun 2004,100.89915
17 Jun 2004,83.4567,,18 Jun 2004,152.97574,,18 Jun 2004,100.5336
18 Jun 2004,83.5066,,21 Jun 2004,153.07809,,21 Jun 2004,100.43661
21 Jun 2004,83.55791,,22 Jun 2004,153.28634,,22 Jun 2004,101.13221
22 Jun 2004,83.58034,,23 Jun 2004,152.11195,,23 Jun 2004,100.97331
23 Jun 2004,83.58718,,24 Jun 2004,151.96994,,24 Jun 2004,101.30772
24 Jun 2004,83.61482,,25 Jun 2004,152.01591,,25 Jun 2004,101.41083
25 Jun 2004,83.61711,,28 Jun 2004,152.27175,,28 Jun 2004,101.39743
28 Jun 2004,83.61985,,29 Jun 2004,152.64691,,29 Jun 2004,101.61426
29 Jun 2004,83.52315,,30 Jun 2004,151.95573,,30 Jun 2004,101.31216
30 Jun 2004,83.35019,,1 Jul 2004,150.74222,,1 Jul 2004,101.10342
1 Jul 2004,83.37051,,2 Jul 2004,151.53424,,2 Jul 2004,101.57863
2 Jul 2004,83.37051,,5 Jul 2004,151.92246,,5 Jul 2004,101.496
5 Jul 2004,83.51518,,6 Jul 2004,153.70537,,6 Jul 2004,103.119
6 Jul 2004,83.89115,,7 Jul 2004,153.8164,,7 Jul 2004,103.05061
7 Jul 2004,83.92427,,8 Jul 2004,155.21742,,8 Jul 2004,103.62346
8 Jul 2004,83.75643,,9 Jul 2004,154.91851,,9 Jul 2004,103.4298
9 Jul 2004,83.77596,,12 Jul 2004,155.16352,,12 Jul 2004,103.79702
12 Jul 2004,83.7816,,13 Jul 2004,156.04857,,13 Jul 2004,104.02401
13 Jul 2004,83.70806,,14 Jul 2004,155.22226,,14 Jul 2004,103.38404
14 Jul 2004,83.54266,,15 Jul 2004,155.15615,,15 Jul 2004,103.38448
15 Jul 2004,83.61058,,16 Jul 2004,154.76976,,16 Jul 2004,103.43081
16 Jul 2004,83.65481,,19 Jul 2004,155.2399,,19 Jul 2004,103.32599
19 Jul 2004,83.63768,,20 Jul 2004,156.36652,,20 Jul 2004,103.86512
20 Jul 2004,83.65425,,21 Jul 2004,155.71283,,21 Jul 2004,103.99007
21 Jul 2004,83.77513,,22 Jul 2004,154.61751,,22 Jul 2004,103.17058
22 Jul 2004,83.85807,,23 Jul 2004,154.0346,,23 Jul 2004,102.82111
23 Jul 2004,83.8603,,26 Jul 2004,153.83913,,26 Jul 2004,102.20991
26 Jul 2004,83.88175,,27 Jul 2004,154.45783,,27 Jul 2004,101.98478
27 Jul 2004,83.88976,,28 Jul 2004,154.70691,,28 Jul 2004,102.23759
28 Jul 2004,83.88381,,29 Jul 2004,152.53798,,29 Jul 2004,100.90625
29 Jul 2004,83.88582,,30 Jul 2004,152.51566,,30 Jul 2004,100.90788
30 Jul 2004,83.91508,,2 Aug 2004,152.52494,,2 Aug 2004,101.20743
2 Aug 2004,83.97563,,3 Aug 2004,153.87714,,3 Aug 2004,101.4593
3 Aug 2004,83.98949,,4 Aug 2004,152.74274,,4 Aug 2004,100.93011
4 Aug 2004,83.96149,,5 Aug 2004,152.83972,,5 Aug 2004,100.89941
5 Aug 2004,83.97787,,6 Aug 2004,153.35998,,6 Aug 2004,101.30717
6 Aug 2004,84.03747,,9 Aug 2004,153.2461,,9 Aug 2004,101.31779
9 Aug 2004,84.0672,,10 Aug 2004,154.98846,,10 Aug 2004,103.15744
10 Aug 2004,84.10031,,11 Aug 2004,154.62098,,11 Aug 2004,103.58815
11 Aug 2004,84.11543,,12 Aug 2004,153.887,,12 Aug 2004,102.95346
12 Aug 2004,84.21551,,13 Aug 2004,154.40895,,13 Aug 2004,103.39727
13 Aug 2004,84.28896,,16 Aug 2004,153.35708,,16 Aug 2004,102.9922
16 Aug 2004,84.41984,,17 Aug 2004,155.57007,,17 Aug 2004,104.31322
17 Aug 2004,84.48467,,18 Aug 2004,162.951,,18 Aug 2004,130.763
18 Aug 2004,97.599,,19 Aug 2004,154.89742,,19 Aug 2004,104.51614
19 Aug 2004,84.73137,,20 Aug 2004,155.13757,,20 Aug 2004,104.96596
20 Aug 2004,84.82098,,23 Aug 2004,155.1481,,23 Aug 2004,104.75913
23 Aug 2004,84.88707,,24 Aug 2004,154.41121,,24 Aug 2004,104.24393
24 Aug 2004,84.98608,,25 Aug 2004,153.47226,,25 Aug 2004,103.18206
25 Aug 2004,85.02147,,26 Aug 2004,152.90493,,26 Aug 2004,102.92071
26 Aug 2004,85.07953,,27 Aug 2004,152.5898,,27 Aug 2004,102.54878
27 Aug 2004,85.06037,,30 Aug 2004,153.25537,,30 Aug 2004,102.94452
30 Aug 2004,85.08515,,31 Aug 2004,152.30213,,31 Aug 2004,102.49386
31 Aug 2004,85.12779,,1 Sep 2004,152.63135,,1 Sep 2004,103.01553
1 Sep 2004,85.03139,,2 Sep 2004,152.00473,,2 Sep 2004,103.07158
2 Sep 2004,84.77676,,3 Sep 2004,152.2357,,3 Sep 2004,103.38123
3 Sep 2004,84.78736,,6 Sep 2004,151.09502,,6 Sep 2004,102.50425
4 Sep 2004,85.18004,,7 Sep 2004,150.48124,,7 Sep 2004,102.07753
6 Sep 2004,84.75628,,8 Sep 2004,150.59944,,8 Sep 2004,102.37278
7 Sep 2004,84.5923,,9 Sep 2004,150.62613,,9 Sep 2004,102.38949
8 Sep 2004,84.56367,,10 Sep 2004,151.57475,,10 Sep 2004,103.46063
9 Sep 2004,84.75951,,13 Sep 2004,151.96959,,13 Sep 2004,103.80069
10 Sep 2004,84.88729,,14 Sep 2004,153.01476,,14 Sep 2004,104.29343
13 Sep 2004,84.99893,,15 Sep 2004,153.30643,,15 Sep 2004,104.61321
14 Sep 2004,85.10276,,16 Sep 2004,153.11544,,16 Sep 2004,104.65751
15 Sep 2004,85.32192,,20 Sep 2004,152.69677,,20 Sep 2004,104.32363
16 Sep 2004,85.44865,,21 Sep 2004,153.59526,,21 Sep 2004,104.49704
20 Sep 2004,85.81363,,22 Sep 2004,154.54384,,22 Sep 2004,105.57032
21 Sep 2004,85.95627,,23 Sep 2004,154.8198,,23 Sep 2004,106.16535
22 Sep 2004,86.23617,,24 Sep 2004,155.14669,,24 Sep 2004,106.068
23 Sep 2004,86.23617,,27 Sep 2004,156.37876,,27 Sep 2004,106.8539
24 Sep 2004,86.36053,,28 Sep 2004,156.86729,,28 Sep 2004,106.59711
27 Sep 2004,86.80957,,29 Sep 2004,157.711,,29 Sep 2004,107.01631
28 Sep 2004,86.89746,,30 Sep 2004,156.8187,,30 Sep 2004,106.8257
29 Sep 2004,86.96978,,1 Oct 2004,155.6393,,1 Oct 2004,106.70108
30 Sep 2004,86.68806,,4 Oct 2004,154.73744,,4 Oct 2004,106.94136
1 Oct 2004,86.60099,,5 Oct 2004,155.49125,,5 Oct 2004,107.1555
4 Oct 2004,86.30567,,6 Oct 2004,154.77774,,6 Oct 2004,106.60712
5 Oct 2004,86.71644,,7 Oct 2004,154.30683,,7 Oct 2004,106.4188
6 Oct 2004,86.77828,,8 Oct 2004,154.63773,,8 Oct 2004,106.76292
7 Oct 2004,86.73796,,11 Oct 2004,155.3241,,11 Oct 2004,107.18119
8 Oct 2004,86.85561,,12 Oct 2004,156.02869,,12 Oct 2004,107.73658
11 Oct 2004,86.88488,,13 Oct 2004,154.83385,,13 Oct 2004,106.50676
12 Oct 2004,86.85632,,14 Oct 2004,155.63099,,14 Oct 2004,107.02943
13 Oct 2004,86.65427,,15 Oct 2004,156.12171,,15 Oct 2004,107.22521
14 Oct 2004,86.88159,,18 Oct 2004,156.83235,,18 Oct 2004,108.50332
15 Oct 2004,86.77285,,19 Oct 2004,156.83235,,19 Oct 2004,108.50332
18 Oct 2004,86.96964,,20 Oct 2004,156.53454,,20 Oct 2004,108.77028
19 Oct 2004,86.96964,,21 Oct 2004,157.08985,,21 Oct 2004,109.30368
20 Oct 2004,87.0023,,22 Oct 2004,158.97794,,22 Oct 2004,109.73052
21 Oct 2004,86.85235,,25 Oct 2004,159.05075,,25 Oct 2004,109.84312
22 Oct 2004,86.96348,,26 Oct 2004,160.31789,,26 Oct 2004,111.3814
25 Oct 2004,86.97001,,27 Oct 2004,159.4533,,27 Oct 2004,110.97047
26 Oct 2004,86.98274,,28 Oct 2004,159.34565,,28 Oct 2004,110.67863
27 Oct 2004,86.82456,,29 Oct 2004,158.83363,,29 Oct 2004,110.47144
28 Oct 2004,86.76594,,1 Nov 2004,159.26912,,1 Nov 2004,110.87795
29 Oct 2004,86.84179,,3 Nov 2004,159.21718,,3 Nov 2004,110.72124
1 Nov 2004,86.95628,,4 Nov 2004,159.82057,,4 Nov 2004,110.37998
3 Nov 2004,86.89471,,5 Nov 2004,160.09486,,5 Nov 2004,111.17482
4 Nov 2004,86.78354,,8 Nov 2004,159.93246,,8 Nov 2004,111.69914
5 Nov 2004,86.81463,,9 Nov 2004,161.61961,,9 Nov 2004,112.58211
8 Nov 2004,86.8443,,10 Nov 2004,161.07064,,10 Nov 2004,112.07257
9 Nov 2004,86.86891,,12 Nov 2004,161.20747,,12 Nov 2004,112.06393
10 Nov 2004,86.89143,,15 Nov 2004,160.04969,,15 Nov 2004,111.89092
12 Nov 2004,86.8107,,16 Nov 2004,160.70281,,16 Nov 2004,112.25201
15 Nov 2004,86.66325,,17 Nov 2004,160.52149,,17 Nov 2004,112.41874
16 Nov 2004,86.62757,,18 Nov 2004,161.03283,,18 Nov 2004,112.91973
17 Nov 2004,86.6092,,19 Nov 2004,160.84329,,19 Nov 2004,112.93271
18 Nov 2004,86.67465,,22 Nov 2004,160.5594,,22 Nov 2004,112.612
19 Nov 2004,86.46559,,23 Nov 2004,160.27429,,23 Nov 2004,112.66909
22 Nov 2004,86.43844,,24 Nov 2004,160.5809,,24 Nov 2004,112.25878
23 Nov 2004,86.42919,,25 Nov 2004,162.13395,,25 Nov 2004,113.67615
24 Nov 2004,86.45932,,26 Nov 2004,162.81912,,26 Nov 2004,113.96734
25 Nov 2004,86.43917,,29 Nov 2004,163.49012,,29 Nov 2004,114.37303
26 Nov 2004,86.37161,,30 Nov 2004,163.21728,,30 Nov 2004,114.68271
29 Nov 2004,86.48898,,1 Dec 2004,164.01177,,1 Dec 2004,114.79785
30 Nov 2004,86.46815,,2 Dec 2004,167.11667,,2 Dec 2004,115.49946
1 Dec 2004,86.56802,,3 Dec 2004,167.68471,,3 Dec 2004,115.49633
2 Dec 2004,86.67877,,6 Dec 2004,166.55581,,6 Dec 2004,114.97209
3 Dec 2004,86.53355,,7 Dec 2004,167.64,,7 Dec 2004,116.03788
5 Dec 2004,87.04102,,8 Dec 2004,168.43723,,8 Dec 2004,116.31321
6 Dec 2004,86.60798,,9 Dec 2004,166.5347,,9 Dec 2004,114.67544
7 Dec 2004,86.3056,,10 Dec 2004,165.25951,,10 Dec 2004,114.66793
8 Dec 2004,86.42682,,13 Dec 2004,163.46111,,13 Dec 2004,113.02085
9 Dec 2004,86.5475,,14 Dec 2004,164.11126,,14 Dec 2004,113.69055
10 Dec 2004,86.27487,,15 Dec 2004,163.39053,,15 Dec 2004,112.91747
13 Dec 2004,85.79735,,16 Dec 2004,163.98986,,16 Dec 2004,113.22583
14 Dec 2004,85.60391,,17 Dec 2004,166.06677,,17 Dec 2004,114.53175
15 Dec 2004,84.84294,,20 Dec 2004,165.39176,,20 Dec 2004,113.53344
16 Dec 2004,85.07463,,21 Dec 2004,165.91905,,21 Dec 2004,113.96589
17 Dec 2004,85.40772,,22 Dec 2004,164.9667,,22 Dec 2004,114.22742
20 Dec 2004,85.36349,,23 Dec 2004,164.59258,,23 Dec 2004,114.16022
21 Dec 2004,85.32297,,24 Dec 2004,164.27143,,24 Dec 2004,114.91312
22 Dec 2004,85.39091,,27 Dec 2004,164.04733,,27 Dec 2004,115.29359
23 Dec 2004,85.39174,,28 Dec 2004,164.25391,,28 Dec 2004,115.49343
24 Dec 2004,85.42456,,29 Dec 2004,165.62204,,29 Dec 2004,116.46247
27 Dec 2004,85.42797,,30 Dec 2004,164.52283,,30 Dec 2004,116.32004
28 Dec 2004,85.37993,,31 Dec 2004,164.1256,,31 Dec 2004,116.36242
29 Dec 2004,85.42062,,5 Jan 2005,164.61574,,5 Jan 2005,116.49059
30 Dec 2004,85.35998,,6 Jan 2005,161.1385,,6 Jan 2005,113.49785
31 Dec 2004,85.42869,,7 Jan 2005,160.36773,,7 Jan 2005,113.02531
5 Jan 2005,85.51023,,10 Jan 2005,161.59607,,10 Jan 2005,113.61178
6 Jan 2005,85.68462,,11 Jan 2005,161.18843,,11 Jan 2005,112.62017
7 Jan 2005,85.70315,,12 Jan 2005,162.67427,,12 Jan 2005,113.94296
10 Jan 2005,85.85489,,13 Jan 2005,162.77849,,13 Jan 2005,113.75469
11 Jan 2005,86.06815,,14 Jan 2005,163.82005,,14 Jan 2005,115.02591
12 Jan 2005,86.55649,,17 Jan 2005,162.54314,,17 Jan 2005,113.9261
13 Jan 2005,86.87543,,18 Jan 2005,161.98825,,18 Jan 2005,113.6653
14 Jan 2005,86.88414,,19 Jan 2005,162.49378,,19 Jan 2005,113.4025
17 Jan 2005,86.84716,,20 Jan 2005,163.2595,,20 Jan 2005,113.62395
18 Jan 2005,86.83369,,21 Jan 2005,162.22459,,21 Jan 2005,112.48047
19 Jan 2005,86.87184,,24 Jan 2005,162.24727,,24 Jan 2005,112.49619
20 Jan 2005,86.88175,,26 Jan 2005,163.39048,,26 Jan 2005,113.64558
21 Jan 2005,86.90448,,27 Jan 2005,163.48147,,27 Jan 2005,113.398
24 Jan 2005,86.91663,,28 Jan 2005,163.38933,,28 Jan 2005,113.26996
26 Jan 2005,86.84516,,31 Jan 2005,163.99355,,31 Jan 2005,113.38212
27 Jan 2005,86.87505,,1 Feb 2005,163.31457,,1 Feb 2005,112.78673
28 Jan 2005,86.81686,,2 Feb 2005,163.33566,,2 Feb 2005,113.24768
31 Jan 2005,86.97616,,3 Feb 2005,164.19646,,3 Feb 2005,113.61292
1 Feb 2005,86.8325,,7 Feb 2005,163.72918,,7 Feb 2005,112.95384
2 Feb 2005,86.91303,,9 Feb 2005,162.5528,,9 Feb 2005,111.70776
3 Feb 2005,86.97307,,10 Feb 2005,161.85482,,10 Feb 2005,111.18934
7 Feb 2005,86.91431,,11 Feb 2005,161.55307,,11 Feb 2005,111.09216
9 Feb 2005,86.95918,,14 Feb 2005,162.4454,,14 Feb 2005,111.83497
10 Feb 2005,86.93459,,15 Feb 2005,164.1359,,15 Feb 2005,112.99349
11 Feb 2005,86.85182,,16 Feb 2005,164.06287,,16 Feb 2005,112.95847
14 Feb 2005,86.92963,,17 Feb 2005,164.60378,,17 Feb 2005,113.21677
15 Feb 2005,86.99168,,18 Feb 2005,164.23864,,18 Feb 2005,113.46559
16 Feb 2005,86.97141,,21 Feb 2005,164.4683,,21 Feb 2005,113.3851
17 Feb 2005,87.02288,,22 Feb 2005,164.80769,,22 Feb 2005,113.44752
18 Feb 2005,86.94015,,23 Feb 2005,165.75451,,23 Feb 2005,114.47106
21 Feb 2005,86.8319,,24 Feb 2005,165.57939,,24 Feb 2005,114.76754
22 Feb 2005,86.85975,,25 Feb 2005,165.32584,,25 Feb 2005,115.05609
23 Feb 2005,86.89165,,28 Feb 2005,165.65725,,28 Feb 2005,114.36792
24 Feb 2005,86.87271,,1 Mar 2005,167.1939,,1 Mar 2005,115.21027
25 Feb 2005,86.82168,,2 Mar 2005,166.86659,,2 Mar 2005,114.69745
28 Feb 2005,86.81336,,3 Mar 2005,165.7664,,3 Mar 2005,113.81029
1 Mar 2005,86.88557,,4 Mar 2005,165.78754,,4 Mar 2005,114.17214
2 Mar 2005,86.8328,,7 Mar 2005,165.42377,,7 Mar 2005,113.79337
3 Mar 2005,86.82506,,9 Mar 2005,166.38823,,9 Mar 2005,114.81187
4 Mar 2005,86.83613,,10 Mar 2005,167.33461,,10 Mar 2005,116.11363
7 Mar 2005,86.7592,,11 Mar 2005,167.41789,,11 Mar 2005,116.62917
9 Mar 2005,86.81427,,14 Mar 2005,166.63424,,14 Mar 2005,116.51881
10 Mar 2005,86.85939,,15 Mar 2005,166.66248,,15 Mar 2005,116.46566
11 Mar 2005,86.80349,,16 Mar 2005,166.17489,,16 Mar 2005,116.05576
14 Mar 2005,86.91542,,17 Mar 2005,166.86755,,17 Mar 2005,116.08027
15 Mar 2005,86.87577,,18 Mar 2005,167.29567,,18 Mar 2005,116.27383
16 Mar 2005,86.86158,,21 Mar 2005,166.84363,,21 Mar 2005,116.02963
17 Mar 2005,86.86042,,22 Mar 2005,165.76523,,22 Mar 2005,114.79664
18 Mar 2005,86.87525,,23 Mar 2005,164.92876,,23 Mar 2005,114.45491
21 Mar 2005,86.86153,,24 Mar 2005,163.5558,,24 Mar 2005,113.30851
22 Mar 2005,86.88816,,28 Mar 2005,162.51913,,28 Mar 2005,112.98535
23 Mar 2005,86.91898,,29 Mar 2005,161.98841,,29 Mar 2005,112.30431
24 Mar 2005,86.93303,,30 Mar 2005,162.92911,,30 Mar 2005,112.44134
28 Mar 2005,86.93187,,31 Mar 2005,163.34007,,31 Mar 2005,112.67049
29 Mar 2005,86.9363,,1 Apr 2005,163.46323,,1 Apr 2005,112.60318
30 Mar 2005,86.92798,,5 Apr 2005,164.0826,,5 Apr 2005,112.70627
31 Mar 2005,86.89688,,6 Apr 2005,162.98938,,6 Apr 2005,111.46185
1 Apr 2005,86.92541,,7 Apr 2005,163.63407,,7 Apr 2005,112.06586
5 Apr 2005,86.93118,,8 Apr 2005,163.35057,,8 Apr 2005,112.34318
6 Apr 2005,86.93694,,11 Apr 2005,162.61187,,11 Apr 2005,111.61803
7 Apr 2005,86.9469,,12 Apr 2005,164.28521,,12 Apr 2005,112.76299
8 Apr 2005,86.93947,,13 Apr 2005,164.54699,,13 Apr 2005,112.93856
11 Apr 2005,86.91639,,14 Apr 2005,164.64383,,14 Apr 2005,112.51966
12 Apr 2005,86.92799,,15 Apr 2005,163.87992,,15 Apr 2005,111.57467
13 Apr 2005,86.95608,,18 Apr 2005,164.09883,,18 Apr 2005,111.87171
14 Apr 2005,86.97508,,19 Apr 2005,165.37389,,19 Apr 2005,113.03465
15 Apr 2005,86.94356,,20 Apr 2005,166.1037,,20 Apr 2005,113.20781
18 Apr 2005,87.0597,,21 Apr 2005,166.71604,,21 Apr 2005,113.539
