DATE _GBP_FILTER,(All),,
DATE_EUR_FILTER,(All),,
DATE_USD_FILTER,(All),,
,,,
Row Labels,Sum of USD,Sum of GBP,Sum of EUR
26/01/2012,165.05644,214.6484,184.459
27/01/2012,165.05644,214.79696,184.459
28/01/2012,165.05644,214.30177,184.459
29/01/2012,165.05644,213.54248,184.459
30/01/2012,165.05743,214.73093,184.459
31/01/2012,165.05743,214.1202,184.459
01/02/2012,165.05743,214.78045,184.459
02/02/2012,165.05743,216.94278,184.459
03/02/2012,165.05743,216.10096,184.459
04/02/2012,165.05743,216.28253,184.459
05/02/2012,165.05743,217.66906,184.459
06/02/2012,165.05743,218.42835,184.459
07/02/2012,165.05842,217.94967,184.459
08/02/2012,165.05842,218.16425,184.459
09/02/2012,165.05842,215.9359,184.459
10/02/2012,165.05842,216.01972,184.459
11/02/2012,165.05842,216.36636,184.459
12/02/2012,165.05842,219.37053,184.459
13/02/2012,165.05842,220.0638,184.459
14/02/2012,165.05842,219.60162,184.461
15/02/2012,165.05842,220.84093,184.461
16/02/2012,165.05941,219.78451,184.461
17/02/2012,165.05941,219.78451,184.461
18/02/2012,165.05941,219.30582,184.461
19/02/2012,165.05941,217.86975,184.462
20/02/2012,165.05941,217.30853,184.462
21/02/2012,165.05941,217.85455,184.462
22/02/2012,165.05941,216.25341,184.462
23/02/2012,165.05941,213.94248,184.462
24/02/2012,165.05941,214.27261,184.462
25/02/2012,165.05941,213.92597,184.463
26/02/2012,165.05941,213.94376,184.463
27/02/2012,165.05941,214.538,184.463
28/02/2012,165.05941,214.73609,184.463
29/02/2012,165.0604,214.2739,184.463
01/03/2012,338.562,214.43896,184.464
02/03/2012,165.0604,,184.464
03/03/2012,165.0604,210.47735,184.464
04/03/2012,165.0604,212.06199,184.464
05/03/2012,165.0604,208.7619,184.464
06/03/2012,165.06139,205.51005,186.272
07/03/2012,165.06139,204.50314,184.464
08/03/2012,165.06139,202.20869,184.464
09/03/2012,165.06139,201.91157,184.465
10/03/2012,165.06139,201.35033,184.465
11/03/2012,165.06139,201.21949,184.465
12/03/2012,165.06139,200.65825,184.465
13/03/2012,165.06139,203.10128,184.465
14/03/2012,165.06139,202.85367,184.465
15/03/2012,165.06139,202.441,184.467
16/03/2012,165.06139,201.35396,184.467
17/03/2012,165.06139,202.06376,184.467
18/03/2012,165.06139,201.70061,184.467
19/03/2012,165.06139,201.70061,184.467
20/03/2012,165.06238,201.58506,184.469
21/03/2012,165.06238,200.85874,184.469
22/03/2012,165.06238,200.67716,184.469
23/03/2012,165.06238,202.03075,186.276
24/03/2012,165.06238,202.03075,184.469
25/03/2012,165.06337,207.13145,184.469
26/03/2012,165.06337,205.06929,184.469
27/03/2012,165.06337,204.22742,184.469
28/03/2012,165.06337,205.51499,184.469
29/03/2012,165.06337,205.91239,184.469
30/03/2012,165.06337,207.01838,184.47
31/03/2012,165.06337,205.00449,184.47
01/04/2012,165.06337,205.03751,184.47
02/04/2012,165.06337,205.51622,184.471
03/04/2012,165.06337,203.53534,184.471
04/04/2012,165.06337,204.77339,184.471
05/04/2012,165.06337,205.58225,184.471
06/04/2012,165.06337,204.49276,184.471
07/04/2012,165.06337,205.63177,184.471
08/04/2012,165.06337,205.35238,184.471
09/04/2012,165.06337,204.85715,184.471
10/04/2012,165.06337,205.8476,184.471
11/04/2012,165.06337,205.33587,184.471
12/04/2012,165.06337,208.78592,184.472
13/04/2012,165.06337,209.1821,184.472
14/04/2012,165.06337,210.04049,184.472
15/04/2012,165.06436,210.18905,184.472
16/04/2012,165.06436,208.25768,184.472
17/04/2012,165.06436,207.81198,184.472
18/04/2012,165.06436,207.69643,184.472
19/04/2012,165.06436,209.06655,184.472
20/04/2012,165.06535,209.13258,184.472
21/04/2012,165.06535,209.74335,184.472
22/04/2012,165.06535,206.17898,184.472
23/04/2012,165.06535,205.40313,184.472
24/04/2012,165.06535,204.51172,184.472
25/04/2012,165.06535,203.81841,184.472
26/04/2012,165.06634,204.37966,184.473
27/04/2012,165.06634,203.47297,184.473
28/04/2012,165.06634,202.31744,184.473
29/04/2012,165.06634,202.15236,184.473
30/04/2012,165.06634,201.80691,184.473
01/05/2012,165.06733,201.9885,184.474
02/05/2012,165.06733,203.75482,184.474
03/05/2012,165.06733,202.4177,184.474
04/05/2012,165.06733,202.74907,184.475
05/05/2012,165.06733,204.3008,184.475
06/05/2012,165.06733,203.62398,184.475
07/05/2012,165.06733,200.47099,184.475
08/05/2012,165.06733,200.88368,184.476
09/05/2012,165.06832,200.10782,184.476
10/05/2012,165.06832,202.61822,184.476
11/05/2012,165.06832,200.75282,184.476
12/05/2012,165.06832,199.036,184.476
13/05/2012,165.06832,203.69123,184.476
14/05/2012,165.06832,203.14769,184.477
15/05/2012,165.06931,203.09817,184.477
16/05/2012,165.06931,205.55786,184.477
17/05/2012,165.06931,205.27723,184.477
18/05/2012,165.06931,208.06833,184.478
19/05/2012,165.06931,207.8042,184.478
20/05/2012,165.07129,207.54007,184.478
21/05/2012,165.07129,206.53307,184.478
22/05/2012,165.07129,207.02832,184.479
23/05/2012,165.07129,209.6366,184.479
24/05/2012,165.07129,206.07085,184.479
25/05/2012,165.07129,204.30448,184.479
26/05/2012,165.07129,206.13688,184.479
27/05/2012,165.07129,207.47404,184.479
28/05/2012,165.07129,205.70767,184.479
29/05/2012,165.07129,206.66514,184.479
30/05/2012,165.07228,204.23845,184.479
31/05/2012,165.07228,205.08159,184.479
01/06/2012,165.07228,206.3032,184.479
02/06/2012,165.07327,204.23967,184.479
03/06/2012,165.07327,205.08159,184.479
04/06/2012,165.07327,205.60985,184.48
05/06/2012,165.07327,206.13812,184.48
06/06/2012,165.07327,207.3102,184.48
07/06/2012,165.07327,206.00605,184.48
08/06/2012,165.07327,203.19965,184.48
09/06/2012,165.07327,202.52282,184.48
10/06/2012,165.07327,202.0618,184.48
11/06/2012,165.07327,202.44149,184.48
12/06/2012,165.07426,201.56776,184.48
13/06/2012,165.07426,201.15505,184.48
14/06/2012,165.07426,200.56074,184.481
15/06/2012,165.07426,201.93094,184.481
16/06/2012,165.07426,200.29661,184.482
17/06/2012,165.07426,201.41918,184.482
18/06/2012,165.07426,203.86365,184.482
19/06/2012,165.07426,204.5405,184.482
20/06/2012,165.07426,204.27636,184.482
21/06/2012,165.07426,205.72911,184.482
22/06/2012,165.07426,205.48148,184.483
23/06/2012,165.07426,206.27513,184.483
24/06/2012,165.07426,206.25862,184.483
25/06/2012,165.07426,207.82694,184.483
26/06/2012,165.07525,206.95198,184.483
27/06/2012,165.07525,205.08651,184.484
28/06/2012,165.07525,205.76336,184.484
29/06/2012,165.07525,206.30815,184.484
30/06/2012,165.07525,205.99448,184.484
01/07/2012,165.07624,206.07703,184.484
02/07/2012,165.07624,205.20207,184.484
03/07/2012,165.07624,204.73983,184.484
04/07/2012,165.07723,206.44022,184.484
05/07/2012,165.07723,206.58879,184.484
06/07/2012,165.07723,207.29866,184.484
07/07/2012,165.07723,209.23017,184.484
08/07/2012,165.07822,211.5909,184.484
09/07/2012,165.07822,211.97171,184.484
10/07/2012,165.07822,211.17929,184.484
11/07/2012,165.07822,211.04722,184.484
12/07/2012,165.07822,211.74059,184.484
13/07/2012,165.07822,211.80662,184.485
14/07/2012,165.07921,212.78063,184.485
15/07/2012,165.07921,213.6721,184.485
16/07/2012,165.07921,213.19335,184.485
17/07/2012,165.07921,213.30891,184.485
18/07/2012,165.0802,212.79714,184.485
19/07/2012,165.0802,213.93624,184.485
20/07/2012,165.0802,213.63909,184.485
21/07/2012,165.0802,213.24288,184.485
22/07/2012,165.08119,213.24288,184.485
23/07/2012,165.08119,212.33619,184.485
24/07/2012,165.08119,212.74891,184.485
25/07/2012,165.08119,213.22766,184.485
26/07/2012,165.08119,212.58382,184.485
27/07/2012,165.08119,212.58382,184.487
28/07/2012,165.08119,214.74777,184.487
29/07/2012,165.08119,215.02842,184.487
30/07/2012,165.08119,214.68174,184.487
31/07/2012,165.08119,214.26901,184.487
01/08/2012,165.08119,213.84108,184.488
02/08/2012,165.08119,213.82457,184.488
03/08/2012,165.08119,211.11709,184.488
04/08/2012,165.08218,212.12414,184.488
05/08/2012,165.08218,212.37178,184.489
06/08/2012,165.08218,211.97556,184.489
07/08/2012,165.08218,212.30574,184.489
08/08/2012,165.08218,212.80101,184.489
09/08/2012,165.08218,213.04864,184.489
10/08/2012,165.08218,212.85054,184.489
11/08/2012,165.08218,213.56042,184.489
12/08/2012,165.08218,213.47788,184.489
13/08/2012,165.08218,210.17735,184.489
14/08/2012,165.08317,208.89091,184.489
15/08/2012,165.08317,210.12782,184.489
16/08/2012,165.08416,210.8047,184.489
17/08/2012,165.08416,210.73866,184.49
18/08/2012,165.08416,211.15139,184.491
19/08/2012,165.08416,210.60659,184.49
20/08/2012,165.08416,208.24579,184.49
21/08/2012,165.08416,209.56652,184.49
22/08/2012,165.08515,209.08775,184.49
23/08/2012,165.08515,209.97924,184.49
24/08/2012,165.08515,210.22688,184.49
25/08/2012,165.08515,210.68913,184.49
26/08/2012,165.08515,211.82826,184.49
27/08/2012,165.08614,214.42019,184.49
28/08/2012,165.08614,214.73516,184.49
29/08/2012,165.08614,213.57952,184.49
30/08/2012,165.08614,213.33188,184.49
31/08/2012,165.08614,213.33188,184.49
01/09/2012,165.08614,212.55595,184.491
02/09/2012,165.08614,212.55595,184.491
03/09/2012,165.08614,212.32482,184.491
04/09/2012,165.08614,213.28235,184.491
05/09/2012,165.08614,212.2918,184.491
06/09/2012,165.08614,213.48047,184.491
07/09/2012,165.08614,215.87561,184.491
08/09/2012,165.08614,215.76004,184.491
09/09/2012,165.08614,215.01712,184.491
10/09/2012,165.08614,215.13269,184.491
11/09/2012,165.08614,214.34024,184.492
12/09/2012,165.087,214.52184,184.492
13/09/2012,165.087,214.9841,184.492
14/09/2012,165.087,215.42986,184.492
15/09/2012,165.087,215.54542,184.492
16/09/2012,165.087,216.68456,184.492
17/09/2012,165.087,216.18928,184.492
18/09/2012,165.087,216.569,184.492
19/09/2012,165.087,218.53493,184.492
20/09/2012,165.087,218.58446,184.492
21/09/2012,165.087,216.95003,184.492
22/09/2012,165.087,215.34861,184.492
23/09/2012,165.087,215.06795,184.493
24/09/2012,165.087,214.88635,184.493
25/09/2012,165.087,214.86984,184.493
26/09/2012,165.088,214.2755,184.493
27/09/2012,165.088,214.25899,184.493
28/09/2012,165.088,214.24248,184.493
29/09/2012,165.088,212.27787,184.493
30/09/2012,165.088,212.27915,184.493
01/10/2012,165.089,212.37821,184.493
02/10/2012,165.089,341.10555,184.493
03/10/2012,165.089,212.41123,184.493
04/10/2012,165.089,213.00557,184.494
05/10/2012,165.09,211.93245,184.494
06/10/2012,165.09,211.93245,305.634
07/10/2012,165.09,211.93245,184.494
08/10/2012,165.09,211.18952,184.494
09/10/2012,165.09,213.25321,184.494
10/10/2012,165.09,213.89708,184.494
11/10/2012,165.09,213.17066,184.494
12/10/2012,165.09,212.37821,184.494
13/10/2012,165.09,214.113,184.494
14/10/2012,165.09,213.9314,184.494
15/10/2012,165.09,214.34414,184.494
16/10/2012,165.09,215.68141,184.494
17/10/2012,165.091,216.20972,184.495
18/10/2012,165.092,217.79464,184.495
19/10/2012,165.091,217.74511,184.495
20/10/2012,165.091,219.29702,184.495
21/10/2012,165.091,218.47154,184.495
22/10/2012,165.091,219.75929,184.495
23/10/2012,165.091,224.46452,184.495
24/10/2012,165.091,222.91262,184.495
25/10/2012,165.091,223.40791,184.495
26/10/2012,165.091,222.89611,184.495
27/10/2012,165.091,380.44885,184.495
28/10/2012,165.091,223.14375,184.495
29/10/2012,165.091,221.03052,184.495
30/10/2012,165.091,220.96449,184.495
31/10/2012,165.091,220.63429,341.164
01/11/2012,165.092,219.37956,184.495
02/11/2012,165.092,218.47154,184.495
03/11/2012,165.092,219.06588,184.495
04/11/2012,165.092,216.93614,184.495
05/11/2012,165.092,215.54934,184.495
06/11/2012,165.092,217.18379,184.495
07/11/2012,165.092,217.74511,184.495
08/11/2012,165.092,217.79464,184.495
09/11/2012,165.092,217.46445,184.495
10/11/2012,165.092,219.59552,184.495
11/11/2012,165.093,219.28184,184.495
12/11/2012,165.093,217.59785,184.495
13/11/2012,165.093,217.5153,184.495
14/11/2012,165.093,217.66388,184.496
15/11/2012,165.093,217.61436,184.496
16/11/2012,165.093,217.53181,184.496
17/11/2012,165.093,217.31718,184.496
18/11/2012,165.093,218.5389,184.496
19/11/2012,165.093,218.06012,184.496
20/11/2012,165.093,216.14499,184.496
21/11/2012,165.093,217.81247,184.496
22/11/2012,165.093,218.12616,184.496
23/11/2012,165.094,219.51297,184.496
24/11/2012,165.094,215.84782,184.496
25/11/2012,165.094,216.27707,184.496
26/11/2012,165.094,216.50821,184.496
27/11/2012,165.094,216.29358,184.496
28/11/2012,165.094,216.22754,184.496
29/11/2012,165.094,218.14267,184.496
30/11/2012,165.094,216.04593,184.496
01/12/2012,165.094,216.42566,184.496
02/12/2012,165.094,217.30067,184.496
03/12/2012,165.094,217.81379,184.496
04/12/2012,165.095,217.94587,184.496
05/12/2012,165.095,218.49069,184.496
06/12/2012,267.91199,218.6723,184.496
07/12/2012,165.095,218.6723,184.497
08/12/2012,165.095,219.76195,184.497
09/12/2012,165.095,219.81148,184.497
10/12/2012,165.095,220.38932,184.497
11/12/2012,165.095,219.05203,184.497
12/12/2012,165.095,221.33038,184.497
13/12/2012,165.095,222.00728,184.497
14/12/2012,165.095,222.79975,184.497
15/12/2012,165.095,223.11344,184.497
16/12/2012,165.095,221.77614,184.497
17/12/2012,165.096,220.75254,184.497
18/12/2012,165.096,221.01669,184.497
19/12/2012,165.096,221.66057,184.497
20/12/2012,165.096,220.62046,184.497
21/12/2012,165.096,220.43885,184.497
22/12/2012,165.096,220.53791,184.497
23/12/2012,165.096,221.89171,184.497
24/12/2012,165.096,220.78556,184.497
25/12/2012,165.096,221.31387,184.497
26/12/2012,165.096,220.73603,184.497
27/12/2012,165.096,221.34689,184.497
28/12/2012,165.096,220.50489,184.497
29/12/2012,165.096,220.85159,184.497
30/12/2012,165.096,220.37281,184.497
31/12/2012,289.71128,221.66057,184.497
01/01/2013,165.096,221.94124,184.497
02/01/2013,165.096,223.27854,184.497
03/01/2013,165.096,223.27854,184.497
04/01/2013,165.096,223.85638,184.497
05/01/2013,165.096,223.8894,184.497
06/01/2013,165.096,223.90591,184.497
07/01/2013,165.096,224.08752,184.497
08/01/2013,165.096,269.82006,184.497
09/01/2013,165.096,249.49129,184.497
10/01/2013,165.096,248.3042,184.497
11/01/2013,165.096,247.49475,184.497
12/01/2013,165.096,247.9588,199.188
13/01/2013,165.096,247.39721,220.16
14/01/2013,165.097,278.7545,220.16
15/01/2013,165.097,279.63624,220.16
16/01/2013,165.097,280.51562,220.16
17/01/2013,165.097,281.35476,220.16
18/01/2013,165.097,288.2249,247.534
19/01/2013,165.097,290.02174,247.534
20/01/2013,165.097,289.89722,247.534
21/01/2013,165.097,289.62617,247.534
22/01/2013,165.097,288.58441,253.072
23/01/2013,165.097,292.7633,253.072
24/01/2013,165.097,292.65458,253.072
25/01/2013,165.097,293.7615,253.072
26/01/2013,165.097,292.69509,253.072
27/01/2013,165.097,289.38193,257.393
28/01/2013,165.097,290.31293,257.393
29/01/2013,165.097,294.33095,257.393
30/01/2013,165.097,290.21323,257.393
31/01/2013,165.097,290.35007,257.393
01/02/2013,165.097,291.5694,257.393
02/02/2013,165.097,292.72071,257.393
03/02/2013,165.097,292.40794,257.393
04/02/2013,165.097,292.90773,257.393
05/02/2013,165.097,296.6329,259.517
06/02/2013,165.098,296.48431,259.517
07/02/2013,165.098,295.89114,259.517
08/02/2013,165.098,297.43301,259.517
09/02/2013,165.098,297.52857,261.65
10/02/2013,165.098,296.16336,261.65
11/02/2013,165.098,295.92851,261.65
12/02/2013,165.098,295.74743,261.65
13/02/2013,165.098,292.78363,261.65
14/02/2013,165.098,293.46052,261.65
15/02/2013,165.098,295.72412,261.65
16/02/2013,165.098,295.34902,261.65
17/02/2013,165.098,297.3241,261.65
18/02/2013,165.098,298.27333,261.65
19/02/2013,165.098,298.01908,264.047
20/02/2013,165.098,298.4749,264.047
21/02/2013,165.098,299.01487,264.047
22/02/2013,165.098,299.66454,264.047
23/02/2013,165.098,301.64239,264.047
24/02/2013,165.098,301.21459,264.047
25/02/2013,165.098,302.34832,264.047
26/02/2013,165.098,302.653,264.047
27/02/2013,165.098,302.37537,264.047
28/02/2013,165.098,301.53135,264.047
01/03/2013,165.098,301.3816,264.047
02/03/2013,165.098,301.60605,264.047
03/03/2013,165.098,301.38222,264.047
04/03/2013,165.098,301.00031,264.047
05/03/2013,165.098,302.34652,264.047
06/03/2013,165.098,305.65227,264.047
07/03/2013,165.098,311.00806,264.047
08/03/2013,165.098,306.05094,264.047
09/03/2013,165.098,306.21552,264.047
10/03/2013,165.098,307.21459,266.759
11/03/2013,165.098,307.31258,274.649
12/03/2013,165.098,309.07279,266.759
13/03/2013,165.098,309.7594,266.759
14/03/2013,166.37822,309.68451,267.792
15/03/2013,184.5277,310.51554,267.792
16/03/2013,183.55845,307.56416,267.792
17/03/2013,182.96352,307.91754,267.792
18/03/2013,181.33597,305.91077,267.792
19/03/2013,181.336,305.50363,267.792
20/03/2013,202.66416,309.18055,267.792
21/03/2013,202.51493,309.3016,267.792
22/03/2013,202.21714,313.72555,267.792
23/03/2013,202.03559,310.97553,267.792
24/03/2013,206.53881,310.27974,270.27
25/03/2013,204.25504,312.47875,270.27
26/03/2013,202.78205,311.33165,272.586
27/03/2013,203.41773,311.00806,272.586
28/03/2013,204.80052,312.38387,272.586
29/03/2013,207.20737,312.67625,274.649
30/03/2013,206.69156,314.1191,274.649
31/03/2013,206.8743,311.06744,274.649
01/04/2013,206.80781,311.85565,274.649
02/04/2013,208.66883,311.91132,274.649
03/04/2013,208.61809,312.65877,274.649
04/04/2013,209.3988,314.04747,274.649
05/04/2013,210.11673,314.44983,274.649
06/04/2013,210.18537,314.46505,274.649
07/04/2013,210.73244,313.43067,274.649
08/04/2013,207.91299,313.2085,274.649
09/04/2013,208.69883,313.38215,274.649
10/04/2013,209.60908,313.70051,274.649
11/04/2013,212.27487,313.7701,274.649
12/04/2013,212.27487,314.52274,274.649
13/04/2013,212.81009,314.97163,274.649
14/04/2013,212.74087,317.62895,274.649
15/04/2013,212.55077,316.73896,274.649
16/04/2013,212.91399,317.12654,274.649
17/04/2013,214.64315,316.51678,274.649
18/04/2013,214.85466,317.61288,277.45
19/04/2013,212.51624,320.34074,277.45
20/04/2013,212.63714,318.17664,277.45
21/04/2013,213.02703,319.70513,277.45
22/04/2013,212.64959,318.56331,277.45
23/04/2013,214.82955,318.31304,280.814
24/04/2013,214.58513,318.74894,280.814
25/04/2013,213.52661,321.61356,280.814
26/04/2013,213.83787,321.09955,280.814
27/04/2013,214.13267,325.0241,280.814
28/04/2013,214.95197,324.35708,280.814
29/04/2013,214.46313,324.23207,280.814
30/04/2013,215.21477,325.47291,280.814
01/05/2013,214.93447,324.90978,284.841
02/05/2013,214.35866,323.66189,284.841
03/05/2013,213.64754,327.66564,284.841
04/05/2013,212.37594,327.22166,284.841
05/05/2013,212.97548,326.15473,284.841
06/05/2013,213.88983,326.32827,284.841
07/05/2013,214.32386,325.9882,288.51
08/05/2013,214.09795,330.77825,288.51
09/05/2013,215.4079,332.21845,288.51
10/05/2013,218.01161,330.87536,288.51
11/05/2013,230.12065,330.45979,288.51
12/05/2013,217.44294,335.07917,292.683
13/05/2013,216.43732,336.3736,292.683
14/05/2013,216.60762,335.45015,292.683
15/05/2013,216.43255,336.11105,292.683
16/05/2013,217.61092,335.83548,296.757
17/05/2013,217.22258,336.01057,296.757
18/05/2013,216.27524,334.11475,296.757
19/05/2013,216.87075,332.49427,296.757
20/05/2013,216.15304,332.20631,296.757
21/05/2013,216.31018,332.2614,296.757
22/05/2013,218.32056,332.52002,296.757
23/05/2013,218.99902,333.29381,296.757
24/05/2013,221.46018,333.55345,296.757
25/05/2013,221.89655,334.28122,296.757
26/05/2013,224.68348,334.30699,296.757
27/05/2013,225.68803,337.53105,296.757
28/05/2013,225.57597,337.09155,296.757
29/05/2013,228.8551,337.86066,296.757
30/05/2013,229.69725,337.44474,296.757
31/05/2013,230.12065,337.54328,300.618
01/06/2013,230.37158,336.7681,300.618
02/06/2013,231.7322,335.85052,300.618
03/06/2013,231.22495,333.78088,300.618
04/06/2013,230.64243,334.26501,300.618
05/06/2013,229.81257,336.15969,300.618
06/06/2013,229.44779,341.99672,300.618
07/06/2013,231.9083,342.875,300.618
08/06/2013,232.71395,342.68709,300.618
09/06/2013,232.75339,341.61146,300.618
10/06/2013,233.52521,341.10555,305.634
11/06/2013,233.62453,347.66262,305.634
12/06/2013,233.12877,347.7652,305.634
13/06/2013,234.46218,346.99172,305.634
14/06/2013,234.2622,345.65968,305.634
15/06/2013,235.6693,351.66375,311.336
16/06/2013,236.35886,350.67719,311.336
17/06/2013,237.05248,349.32924,311.336
18/06/2013,239.16042,355.62531,311.336
19/06/2013,237.97067,359.23052,317.269
20/06/2013,238.15451,358.70797,317.269
21/06/2013,237.05571,358.71854,317.269
22/06/2013,238.07276,359.15104,321.74835
23/06/2013,238.544,366.76438,321.748
24/06/2013,237.67584,365.39682,321.748
25/06/2013,238.88898,367.98817,323.348
26/06/2013,237.71608,371.3248,323.348
27/06/2013,238.24043,371.24894,328.713
28/06/2013,238.58454,372.80679,328.713
29/06/2013,241.56043,373.40897,328.713
30/06/2013,241.81004,373.29246,330.95039
01/07/2013,245.46794,377.18778,330.95039
02/07/2013,246.35963,378.16171,332.6751
03/07/2013,246.04042,383.07596,332.675
04/07/2013,245.65847,378.02546,332.675
05/07/2013,244.91917,380.44885,335.41492
06/07/2013,243.84984,381.21922,335.415
07/07/2013,247.35082,384.87279,339.498
08/07/2013,248.62978,385.28731,339.498
09/07/2013,248.97308,385.36007,341.164
10/07/2013,247.98865,389.09155,341.164
11/07/2013,248.69408,388.01613,343.141
12/07/2013,251.12227,390.72344,343.141
13/07/2013,251.33791,392.07002,343.141
14/07/2013,250.11366,394.36141,345.076
15/07/2013,248.85894,396.53674,345.076
16/07/2013,252.45172,397.00689,346.852
17/07/2013,253.46515,398.75208,346.852
18/07/2013,252.73122,398.21285,347.76
19/07/2013,254.22513,397.84662,348.297
20/07/2013,254.74891,395.40255,348.297
21/07/2013,253.24885,397.72221,348.297
22/07/2013,253.61678,396.84163,348.297
23/07/2013,254.90208,396.87903,348.312
24/07/2013,255.58264,396.59457,348.575
25/07/2013,253.42186,394.88007,348.575
26/07/2013,253.63846,395.70872,348.562
27/07/2013,253.55178,395.38595,348.562
28/07/2013,253.7686,393.62927,348.693
29/07/2013,254.57408,394.10752,349.144
30/07/2013,254.74891,394.5736,349.144
31/07/2013,256.69712,392.49143,348.735
01/08/2013,256.6752,394.25975,348.735
02/08/2013,257.37842,396.4083,349.231
03/08/2013,258.79649,401.21159,350.086
04/08/2013,259.48899,404.44557,349.493
05/08/2013,260.07267,407.50063,349.763
06/08/2013,259.4442,405.76798,349.763
07/08/2013,259.28756,403.56554,350.55201
08/08/2013,259.42182,400.90734,353.29101
09/08/2013,263.07692,401.74411,355.65718
10/08/2013,267.37293,401.234,353.93224
11/08/2013,268.5004,397.54613,351.23486
12/08/2013,270.06627,396.92632,349.21335
13/08/2013,268.28827,398.2117,349.43029
14/08/2013,267.91199,397.87068,350.13067
15/08/2013,272.31348,396.69716,350.53355
16/08/2013,270.04597,399.33271,351.40128
17/08/2013,268.69423,397.72038,354.28286
18/08/2013,269.20536,398.45168,353.63183
19/08/2013,273.6257,395.84722,353.78416
20/08/2013,272.05368,396.55042,353.62913
21/08/2013,271.00794,395.83409,351.86176
22/08/2013,275.871,395.41493,352.40851
23/08/2013,276.0127,394.53661,351.07528
24/08/2013,276.43956,392.09364,349.73695
25/08/2013,278.50818,392.14376,352.17637
26/08/2013,280.14902,392.82375,351.74815
27/08/2013,282.90989,391.41602,351.36637
28/08/2013,282.618,388.64548,349.38305
29/08/2013,283.98531,385.27621,348.88016
30/08/2013,285.13,388.71454,350.02176
31/08/2013,285.40048,386.53489,351.27394
01/09/2013,286.246,386.63944,350.50435
02/09/2013,284.65389,388.2962,347.88447
03/09/2013,285.43544,388.28861,349.20454
04/09/2013,286.508,388.47269,346.77929
05/09/2013,287.66295,388.47493,347.46006
06/09/2013,288.787,389.61231,349.08614
07/09/2013,288.81157,388.11878,349.7236
08/09/2013,289.71128,388.1802,350.61333
09/09/2013,289.41636,390.1422,350.48962
10/09/2013,292.03489,624.477,349.50335
11/09/2013,294.11245,389.82874,350.07455
12/09/2013,296.06644,391.92062,351.30277
13/09/2013,297.4024,394.04577,351.59826
14/09/2013,299.026,393.21283,531.584
15/09/2013,300.69528,393.98488,351.03659
16/09/2013,300.85177,392.6575,352.08254
17/09/2013,301.8226,396.33094,353.4473
18/09/2013,303.3946,397.51302,353.53985
19/09/2013,304.05674,397.48215,355.9539
20/09/2013,301.76486,397.54764,355.70694
21/09/2013,301.06059,399.58476,353.60783
22/09/2013,301.85631,396.46735,353.82858
23/09/2013,300.75496,399.02528,352.28496
24/09/2013,300.9627,400.84759,351.74324
25/09/2013,302.12534,403.31602,352.20622
26/09/2013,303.30839,404.30561,351.03333
27/09/2013,304.13694,407.11973,350.99646
28/09/2013,303.89416,407.49046,350.71848
29/09/2013,304.74295,406.09633,350.99194
30/09/2013,305.90789,408.01736,350.40438
01/10/2013,306.44552,405.40764,352.90925
02/10/2013,307.58411,405.63819,354.63722
03/10/2013,307.65972,403.92453,354.20349
04/10/2013,307.57106,402.1174,356.50645
05/10/2013,309.00521,403.11444,356.41324
06/10/2013,307.07902,401.96162,355.81751
07/10/2013,307.961,400.4349,355.10089
08/10/2013,309.091,401.58773,353.44955
09/10/2013,309.698,401.20881,352.98218
10/10/2013,309.652,400.05214,352.14093
11/10/2013,309.649,403.94456,351.362
12/10/2013,309.916,404.28876,352.57714
13/10/2013,309.916,406.86797,352.50355
14/10/2013,309.905,407.81077,352.53481
15/10/2013,309.905,406.15655,354.03429
16/10/2013,309.905,408.71535,353.87784
17/10/2013,310.013,413.49802,354.17958
18/10/2013,310.013,415.24854,353.75227
19/10/2013,310.065,416.03002,353.84591
20/10/2013,310.065,413.81061,355.2932
21/10/2013,310.065,411.27064,355.41824
22/10/2013,310.055,412.14715,356.16846
23/10/2013,310.055,406.70027,356.35602
24/10/2013,310.023,408.17155,355.19943
25/10/2013,310.069,413.21892,353.85929
26/10/2013,309.474,415.41706,354.14102
27/10/2013,307.919,416.48473,351.88714
28/10/2013,307.935,416.0451,352.76365
29/10/2013,307.926,416.86155,354.874
30/10/2013,307.928,417.52613,355.15662
31/10/2013,307.838,415.23158,355.69045
01/11/2013,307.838,413.58035,356.50691
02/11/2013,306.993,417.07179,356.63251
03/11/2013,306.993,417.6517,358.40263
04/11/2013,306.993,417.93816,359.52478
05/11/2013,306.808,415.91559,356.88746
06/11/2013,306.808,412.36486,358.22719
07/11/2013,306.802,414.23851,358.06398
08/11/2013,306.802,413.06772,356.86292
09/11/2013,306.828,416.8016,356.17361
10/11/2013,306.878,413.57668,355.07438
11/11/2013,307.056,414.64374,355.60403
12/11/2013,307.056,414.591,354.59146
13/11/2013,307.368,414.802,355.88882
14/11/2013,477.356,414.485,356.40486
15/11/2013,307.63,416.464,357.28321
16/11/2013,307.63,415.797,357.451
17/11/2013,308.499,414.653,357.41
18/11/2013,308.499,413.604,358.487
19/11/2013,308.693,412.905,359.476
20/11/2013,308.693,415.963,359.19
21/11/2013,308.693,413.662,359.476
22/11/2013,308.724,410.55,357.696
23/11/2013,308.724,411.85,357.632
24/11/2013,308.655,415.76,359.566
25/11/2013,308.655,417.592,358.352
